   Komb             Odds    Kvot Spelat belopp Beräknat spelbelopp
 3- 1	 1- 4	 2- 1	    15385.40	Ej Spelad	0.10	0.10
 3- 1	 2- 1	 2- 0	     2434.24	 1.452	0.06	0.10
 3- 1	 2- 1	 4- 0	    13186.46	Ej Spelad	0.10	0.10
 3- 1	 2- 1	 4- 1	    11214.13	Ej Spelad	0.10	0.10
 3- 1	 2- 3	 0- 0	     6671.26	Ej Spelad	0.10	0.10
 3- 1	 2- 3	 1- 0	     5683.34	Ej Spelad	0.10	0.10
 3- 1	 2- 3	 1- 1	     4358.93	 4.866	0.06	0.10
 3- 1	 2- 3	 2- 0	     7844.91	Ej Spelad	0.10	0.10
 3- 1	 2- 3	 3- 1	    13193.15	Ej Spelad	0.10	0.10
 3- 1	 2- 4	 1- 1	    15463.83	Ej Spelad	0.10	0.10
 3- 1	 3- 3	 0- 0	    13879.95	Ej Spelad	0.10	0.10
 3- 1	 3- 3	 1- 0	    11824.52	Ej Spelad	0.10	0.10
 3- 1	 3- 3	 2- 0	    16321.79	Ej Spelad	0.10	0.10
 3- 2	 0- 0	 1- 1	     3959.15	 5.358	0.06	0.10
 3- 2	 0- 0	 3- 0	    15150.25	Ej Spelad	0.10	0.10
 3- 2	 0- 0	 3- 1	    11983.11	Ej Spelad	0.10	0.10
 3- 2	 0- 1	 1- 0	     4740.98	 4.474	0.05	0.10
 3- 2	 0- 1	 1- 1	     3636.18	 2.917	0.07	0.10
 3- 2	 0- 1	 1- 3	    16358.85	Ej Spelad	0.10	0.10
 3- 2	 0- 1	 3- 0	    13914.36	Ej Spelad	0.10	0.10
 3- 2	 0- 1	 3- 1	    11005.59	Ej Spelad	0.10	0.10
 3- 2	 0- 3	 1- 0	    15593.49	Ej Spelad	0.10	0.10
 3- 2	 0- 3	 1- 1	    11959.70	Ej Spelad	0.10	0.10
 3- 2	 1- 0	 1- 0	     4867.61	 4.358	0.05	0.10
 3- 2	 1- 0	 3- 0	    14285.99	Ej Spelad	0.10	0.10
 3- 2	 1- 1	 0- 0	     3902.08	 5.436	0.06	0.10
 3- 2	 1- 1	 1- 0	     3324.23	 6.381	0.07	0.10
 3- 2	 1- 1	 1- 1	     2549.58	 2.080	0.08	0.10
 3- 2	 1- 1	 2- 0	     4588.55	 4.623	0.05	0.10
 3- 2	 1- 1	 2- 1	     3925.76	 2.702	0.06	0.10
 3- 2	 1- 1	 3- 0	     9756.33	Ej Spelad	0.10	0.10
 3- 2	 1- 1	 3- 2	    13120.58	Ej Spelad	0.10	0.10
 3- 2	 1- 2	 1- 1	     4336.19	 2.446	0.05	0.10
 3- 2	 1- 2	 3- 0	    16593.06	Ej Spelad	0.10	0.10
 3- 2	 1- 2	 3- 1	    13124.31	Ej Spelad	0.10	0.10
 3- 2	 1- 3	 0- 0	    14634.62	Ej Spelad	0.10	0.10
 3- 2	 1- 3	 1- 0	    12467.44	Ej Spelad	0.10	0.10
 3- 2	 1- 3	 1- 1	     9562.12	Ej Spelad	0.10	0.10
 3- 2	 1- 3	 2- 1	    14723.45	Ej Spelad	0.10	0.10
 3- 2	 2- 1	 3- 0	    16154.62	Ej Spelad	0.10	0.10
 3- 2	 2- 3	 1- 1	    13605.16	Ej Spelad	0.10	0.10
 4- 0	 0- 0	 2- 0	     2275.53	 1.332	0.05	0.10
 4- 0	 0- 0	 3- 1	     3826.87	 2.771	0.06	0.10
 4- 0	 0- 0	 4- 0	    12326.74	Ej Spelad	0.10	0.10
 4- 0	 0- 0	 4- 1	    10482.99	Ej Spelad	0.10	0.10
 4- 0	 0- 0	 4- 2	    15724.49	Ej Spelad	0.10	0.10
 4- 0	 0- 1	 1- 0	     1514.06	 1.274	0.07	0.10
 4- 0	 0- 1	 1- 1	     1161.23	 1.522	0.13	0.10
 4- 0	 0- 1	 2- 0	     2089.90	 1.450	0.07	0.10
 4- 0	 0- 1	 2- 1	     1788.03	 1.695	0.10	0.10
 4- 0	 0- 1	 3- 0	     4443.62	 2.387	0.05	0.10
 4- 0	 0- 1	 3- 1	     3514.69	 2.012	0.06	0.10
 4- 0	 0- 2	 0- 3	    16526.28	Ej Spelad	0.10	0.10
 4- 0	 0- 2	 1- 0	     2589.22	 1.638	0.07	0.10
 4- 0	 0- 2	 1- 1	     1985.85	 2.670	0.12	0.10
 4- 0	 0- 3	 0- 0	     5845.49	Ej Spelad	0.10	0.10
 4- 0	 0- 3	 0- 2	    11358.77	Ej Spelad	0.10	0.10
 4- 0	 0- 3	 1- 0	     4979.86	 4.260	0.05	0.10
 4- 0	 0- 3	 1- 1	     3819.39	Ej Spelad	0.10	0.10
 4- 0	 0- 3	 1- 2	     7580.26	Ej Spelad	0.10	0.10
 4- 0	 0- 3	 2- 0	     6873.87	Ej Spelad	0.10	0.10
 4- 0	 0- 3	 2- 1	     5880.97	Ej Spelad	0.10	0.10
 4- 0	 0- 3	 2- 2	     9311.73	Ej Spelad	0.10	0.10
 4- 0	 0- 3	 3- 0	    14615.44	Ej Spelad	0.10	0.10
 4- 0	 0- 3	 3- 1	    11560.11	Ej Spelad	0.10	0.10
 4- 0	 0- 4	 1- 0	    15208.75	Ej Spelad	0.10	0.10
 4- 0	 0- 4	 1- 1	    11664.61	Ej Spelad	0.10	0.10
 4- 0	 1- 0	 3- 1	     3608.56	 1.959	0.06	0.10
 4- 0	 1- 0	 4- 0	    11623.55	Ej Spelad	0.10	0.10
 4- 0	 1- 0	 4- 1	     9884.98	Ej Spelad	0.10	0.10
 4- 0	 1- 0	 4- 2	    14827.47	Ej Spelad	0.10	0.10
 4- 0	 1- 1	 2- 0	     1465.38	 1.608	0.11	0.10
 4- 0	 1- 1	 3- 0	     3115.73	 2.269	0.07	0.10
 4- 0	 1- 1	 3- 1	     2464.39	 2.152	0.09	0.10
 4- 0	 1- 1	 3- 2	     4190.12	 2.531	0.06	0.10
 4- 0	 1- 2	 1- 0	     1805.53	 1.305	0.06	0.10
 4- 0	 1- 2	 2- 0	     2492.24	 1.419	0.05	0.10
 4- 0	 1- 2	 3- 1	     4191.31	 2.530	0.06	0.10
 4- 0	 1- 3	 1- 0	     3981.54	 2.664	0.06	0.10
 4- 0	 1- 3	 1- 1	     3053.71	 2.315	0.07	0.10
 4- 0	 1- 3	 1- 3	    13738.37	Ej Spelad	0.10	0.10
 4- 0	 1- 3	 3- 0	    11685.46	Ej Spelad	0.10	0.10
 4- 0	 1- 3	 3- 1	     9242.63	Ej Spelad	0.10	0.10
 4- 0	 1- 3	 3- 2	    15714.93	Ej Spelad	0.10	0.10
 4- 0	 1- 4	 0- 0	    15243.25	Ej Spelad	0.10	0.10
 4- 0	 1- 4	 1- 0	    12985.94	Ej Spelad	0.10	0.10
 4- 0	 1- 4	 1- 1	     9959.79	Ej Spelad	0.10	0.10
 4- 0	 1- 4	 2- 1	    15335.77	Ej Spelad	0.10	0.10
 4- 0	 2- 1	 4- 0	    13143.93	Ej Spelad	0.10	0.10
 4- 0	 2- 1	 4- 1	    11177.96	Ej Spelad	0.10	0.10
 4- 0	 2- 2	 4- 1	    14803.35	Ej Spelad	0.10	0.10
 4- 0	 2- 3	 1- 0	     5665.01	Ej Spelad	0.10	0.10
 4- 0	 2- 3	 1- 1	     4344.87	 2.441	0.05	0.10
 4- 0	 2- 3	 2- 0	     7819.60	Ej Spelad	0.10	0.10
 4- 0	 2- 3	 3- 0	    16626.29	Ej Spelad	0.10	0.10
 4- 0	 2- 3	 3- 1	    13150.59	Ej Spelad	0.10	0.10
 4- 0	 2- 4	 1- 1	    15413.95	Ej Spelad	0.10	0.10
 4- 0	 3- 3	 1- 0	    11786.38	Ej Spelad	0.10	0.10
 4- 0	 3- 3	 2- 0	    16269.14	Ej Spelad	0.10	0.10
 4- 1	 0- 1	 0- 1	     3607.58	 1.960	0.06	0.10
 4- 1	 0- 1	 1- 0	     2636.84	 2.011	0.08	0.10
 4- 1	 0- 1	 1- 1	     2022.37	 1.748	0.09	0.10
 4- 1	 0- 1	 2- 0	     3639.72	 2.914	0.07	0.10
 4- 1	 0- 1	 2- 1	     3113.98	 3.406	0.08	0.10
 4- 1	 0- 1	 2- 3	    14577.83	Ej Spelad	0.10	0.10
 4- 1	 0- 1	 3- 0	     7738.89	Ej Spelad	0.10	0.10
 4- 1	 0- 1	 3- 1	     6121.08	Ej Spelad	0.10	0.10
 4- 1	 0- 1	 3- 2	    10407.47	Ej Spelad	0.10	0.10
 4- 1	 0- 2	 1- 1	     3458.50	 2.044	0.06	0.10
 4- 1	 0- 2	 1- 3	    15559.49	Ej Spelad	0.10	0.10
 4- 1	 0- 2	 3- 0	    13234.44	Ej Spelad	0.10	0.10
 4- 1	 0- 2	 3- 1	    10467.81	Ej Spelad	0.10	0.10
 4- 1	 0- 3	 0- 0	    10180.36	Ej Spelad	0.10	0.10
 4- 1	 0- 3	 0- 1	    11865.63	Ej Spelad	0.10	0.10
 4- 1	 0- 3	 1- 0	     8672.79	Ej Spelad	0.10	0.10
 4- 1	 0- 3	 1- 1	     6651.74	Ej Spelad	0.10	0.10
 4- 1	 0- 3	 1- 2	    13201.58	Ej Spelad	0.10	0.10
 4- 1	 0- 3	 2- 0	    11971.34	Ej Spelad	0.10	0.10
 4- 1	 0- 3	 2- 1	    10242.15	Ej Spelad	0.10	0.10
 4- 1	 0- 3	 2- 2	    16217.05	Ej Spelad	0.10	0.10
 4- 1	 1- 1	 1- 0	     1848.87	 1.434	0.07	0.10
 4- 1	 1- 1	 2- 0	     2552.06	 2.771	0.09	0.10
 4- 1	 1- 1	 4- 0	    13824.72	Ej Spelad	0.10	0.10
 4- 1	 1- 1	 4- 1	    11756.92	Ej Spelad	0.10	0.10
 4- 1	 1- 2	 1- 0	     3144.46	 1.686	0.06	0.10
 4- 1	 1- 2	 3- 0	     9228.72	Ej Spelad	0.10	0.10
 4- 1	 1- 2	 3- 1	     7299.48	Ej Spelad	0.10	0.10
 4- 1	 1- 2	 3- 2	    12411.04	Ej Spelad	0.10	0.10
 4- 1	 1- 3	 0- 1	     9486.91	Ej Spelad	0.10	0.10
 4- 1	 1- 3	 3- 1	    16096.72	Ej Spelad	0.10	0.10
 4- 1	 2- 3	 0- 1	    13498.15	Ej Spelad	0.10	0.10
 4- 1	 2- 3	 1- 0	     9866.02	Ej Spelad	0.10	0.10
 4- 2	 1- 1	 3- 1	    12732.69	Ej Spelad	0.10	0.10
 4- 2	 1- 3	 1- 1	    15777.49	Ej Spelad	0.10	0.10
 4- 3	 0- 0	 1- 0	    14601.31	Ej Spelad	0.10	0.10
 4- 3	 0- 1	 0- 0	    15741.27	Ej Spelad	0.10	0.10
 4- 3	 0- 1	 1- 0	    13410.21	Ej Spelad	0.10	0.10
 4- 3	 0- 1	 1- 1	    10285.19	Ej Spelad	0.10	0.10
 4- 3	 0- 1	 2- 1	    15836.81	Ej Spelad	0.10	0.10
 4- 3	 1- 0	 2- 1	    16259.79	Ej Spelad	0.10	0.10
 4- 3	 1- 1	 1- 0	     9402.83	Ej Spelad	0.10	0.10
 4- 3	 1- 1	 2- 0	    12979.05	Ej Spelad	0.10	0.10
 4- 3	 1- 1	 2- 1	    11104.29	Ej Spelad	0.10	0.10
 4- 3	 1- 2	 1- 0	    15991.85	Ej Spelad	0.10	0.10
 4- 3	 1- 2	 1- 1	    12265.22	Ej Spelad	0.10	0.10
 4- 3	 2- 1	 1- 0	    15569.30	Ej Spelad	0.10	0.10
 4- 3	 2- 2	 1- 1	    15814.06	Ej Spelad	0.10	0.10
 5- 0	 0- 2	 3- 0	    14364.21	Ej Spelad	0.10	0.10
 5- 0	 0- 3	 0- 0	    11049.41	Ej Spelad	0.10	0.10
 5- 0	 0- 3	 1- 1	     7219.57	Ej Spelad	0.10	0.10
 5- 0	 0- 3	 1- 2	    14328.54	Ej Spelad	0.10	0.10
 5- 0	 0- 3	 2- 0	    12993.28	Ej Spelad	0.10	0.10
 5- 0	 0- 3	 2- 1	    11116.48	Ej Spelad	0.10	0.10
 5- 0	 1- 1	 4- 0	    15004.88	Ej Spelad	0.10	0.10
 5- 0	 1- 1	 4- 1	    12760.56	Ej Spelad	0.10	0.10
 5- 0	 1- 2	 3- 0	    10016.54	Ej Spelad	0.10	0.10
 5- 0	 1- 3	 0- 1	    10296.77	Ej Spelad	0.10	0.10
 5- 0	 1- 3	 1- 0	     7526.08	Ej Spelad	0.10	0.10
 5- 0	 1- 3	 2- 0	    10388.50	Ej Spelad	0.10	0.10
 5- 0	 2- 3	 0- 0	    12569.63	Ej Spelad	0.10	0.10
 5- 0	 2- 3	 0- 1	    14650.43	Ej Spelad	0.10	0.10
 5- 0	 2- 3	 1- 0	    10708.24	Ej Spelad	0.10	0.10
 5- 0	 2- 3	 2- 0	    14780.95	Ej Spelad	0.10	0.10
 5- 1	 0- 1	 3- 0	    13374.00	Ej Spelad	0.10	0.10
 5- 1	 0- 1	 3- 1	    10578.18	Ej Spelad	0.10	0.10
 5- 1	 0- 3	 1- 0	    14987.92	Ej Spelad	0.10	0.10
 5- 1	 0- 3	 1- 1	    11495.24	Ej Spelad	0.10	0.10
 5- 1	 1- 2	 3- 0	    15948.67	Ej Spelad	0.10	0.10
 5- 1	 1- 2	 3- 1	    12614.63	Ej Spelad	0.10	0.10
 5- 1	 1- 3	 0- 1	    16394.85	Ej Spelad	0.10	0.10
 5- 1	 1- 3	 1- 0	    11983.27	Ej Spelad	0.10	0.10
 6- 0	 0- 0	 0- 0	     7315.61	Ej Spelad	0.10	0.10
 6- 0	 0- 0	 0- 1	     8526.65	Ej Spelad	0.10	0.10
 6- 0	 0- 0	 0- 2	    14215.44	Ej Spelad	0.10	0.10
 6- 0	 0- 0	 1- 0	     6232.27	Ej Spelad	0.10	0.10
 6- 0	 0- 0	 1- 1	     4779.94	Ej Spelad	0.10	0.10
 6- 0	 0- 0	 1- 2	     9486.66	Ej Spelad	0.10	0.10
 6- 0	 0- 0	 2- 0	     8602.61	Ej Spelad	0.10	0.10
 6- 0	 0- 0	 2- 1	     7360.01	Ej Spelad	0.10	0.10
 6- 0	 0- 0	 2- 2	    11653.58	Ej Spelad	0.10	0.10
 6- 0	 0- 0	 3- 1	    14467.42	Ej Spelad	0.10	0.10
 6- 0	 0- 1	 0- 0	     6718.83	Ej Spelad	0.10	0.10
 6- 0	 0- 1	 0- 1	     7831.08	Ej Spelad	0.10	0.10
 6- 0	 0- 1	 0- 2	    13055.81	Ej Spelad	0.10	0.10
 6- 0	 0- 1	 1- 0	     5723.87	Ej Spelad	0.10	0.10
 6- 0	 0- 1	 1- 1	     4390.02	Ej Spelad	0.10	0.10
 6- 0	 0- 1	 1- 2	     8712.78	Ej Spelad	0.10	0.10
 6- 0	 0- 1	 2- 0	     7900.85	Ej Spelad	0.10	0.10
 6- 0	 0- 1	 2- 1	     6759.62	Ej Spelad	0.10	0.10
 6- 0	 0- 1	 2- 2	    10702.94	Ej Spelad	0.10	0.10
 6- 0	 0- 1	 3- 1	    13287.23	Ej Spelad	0.10	0.10
 6- 0	 0- 2	 0- 0	    11490.03	Ej Spelad	0.10	0.10
 6- 0	 0- 2	 0- 1	    13392.12	Ej Spelad	0.10	0.10
 6- 0	 0- 2	 1- 0	     9788.52	Ej Spelad	0.10	0.10
 6- 0	 0- 2	 1- 1	     7507.47	Ej Spelad	0.10	0.10
 6- 0	 0- 2	 1- 2	    14899.93	Ej Spelad	0.10	0.10
 6- 0	 0- 2	 2- 0	    13511.42	Ej Spelad	0.10	0.10
 6- 0	 0- 2	 2- 1	    11559.77	Ej Spelad	0.10	0.10
 6- 0	 0- 3	 1- 1	    14439.14	Ej Spelad	0.10	0.10
 6- 0	 1- 0	 0- 0	     6898.28	Ej Spelad	0.10	0.10
 6- 0	 1- 0	 0- 1	     8040.24	Ej Spelad	0.10	0.10
 6- 0	 1- 0	 0- 2	    13404.51	Ej Spelad	0.10	0.10
 6- 0	 1- 0	 1- 0	     5876.74	Ej Spelad	0.10	0.10
 6- 0	 1- 0	 1- 1	     4507.27	Ej Spelad	0.10	0.10
 6- 0	 1- 0	 1- 2	     8945.49	Ej Spelad	0.10	0.10
 6- 0	 1- 0	 2- 0	     8111.87	Ej Spelad	0.10	0.10
 6- 0	 1- 0	 2- 1	     6940.15	Ej Spelad	0.10	0.10
 6- 0	 1- 0	 2- 2	    10988.79	Ej Spelad	0.10	0.10
 6- 0	 1- 0	 3- 1	    13642.11	Ej Spelad	0.10	0.10
 6- 0	 1- 1	 0- 0	     4711.04	Ej Spelad	0.10	0.10
 6- 0	 1- 1	 0- 1	     5490.92	Ej Spelad	0.10	0.10
 6- 0	 1- 1	 0- 2	     9154.34	Ej Spelad	0.10	0.10
 6- 0	 1- 1	 1- 0	     4013.40	Ej Spelad	0.10	0.10
 6- 0	 1- 1	 1- 1	     3078.15	Ej Spelad	0.10	0.10
 6- 0	 1- 1	 1- 2	     6109.14	Ej Spelad	0.10	0.10
 6- 0	 1- 1	 1- 3	    13848.33	Ej Spelad	0.10	0.10
 6- 0	 1- 1	 2- 0	     5539.84	Ej Spelad	0.10	0.10
 6- 0	 1- 1	 2- 1	     4739.64	Ej Spelad	0.10	0.10
 6- 0	 1- 1	 2- 2	     7504.57	Ej Spelad	0.10	0.10
 6- 0	 1- 1	 3- 0	    11778.98	Ej Spelad	0.10	0.10
 6- 0	 1- 1	 3- 1	     9316.61	Ej Spelad	0.10	0.10
 6- 0	 1- 1	 3- 2	    15840.70	Ej Spelad	0.10	0.10
 6- 0	 1- 2	 0- 0	     8012.30	Ej Spelad	0.10	0.10
 6- 0	 1- 2	 0- 1	     9338.67	Ej Spelad	0.10	0.10
 6- 0	 1- 2	 0- 2	    15569.23	Ej Spelad	0.10	0.10
 6- 0	 1- 2	 1- 0	     6825.79	Ej Spelad	0.10	0.10
 6- 0	 1- 2	 1- 1	     5235.15	Ej Spelad	0.10	0.10
 6- 0	 1- 2	 1- 2	    10390.11	Ej Spelad	0.10	0.10
 6- 0	 1- 2	 2- 0	     9421.87	Ej Spelad	0.10	0.10
 6- 0	 1- 2	 2- 1	     8060.93	Ej Spelad	0.10	0.10
 6- 0	 1- 2	 2- 2	    12763.39	Ej Spelad	0.10	0.10
 6- 0	 1- 2	 3- 1	    15845.20	Ej Spelad	0.10	0.10
 6- 0	 1- 3	 1- 0	    15052.15	Ej Spelad	0.10	0.10
 6- 0	 1- 3	 1- 1	    11544.50	Ej Spelad	0.10	0.10
 6- 0	 2- 0	 0- 0	    11645.61	Ej Spelad	0.10	0.10
 6- 0	 2- 0	 0- 1	    13573.45	Ej Spelad	0.10	0.10
 6- 0	 2- 0	 1- 0	     9921.05	Ej Spelad	0.10	0.10
 6- 0	 2- 0	 1- 1	     7609.12	Ej Spelad	0.10	0.10
 6- 0	 2- 0	 1- 2	    15101.67	Ej Spelad	0.10	0.10
 6- 0	 2- 0	 2- 0	    13694.37	Ej Spelad	0.10	0.10
 6- 0	 2- 0	 2- 1	    11716.29	Ej Spelad	0.10	0.10
 6- 0	 2- 1	 0- 0	     7800.59	Ej Spelad	0.10	0.10
 6- 0	 2- 1	 0- 1	     9091.92	Ej Spelad	0.10	0.10
 6- 0	 2- 1	 0- 2	    15157.84	Ej Spelad	0.10	0.10
 6- 0	 2- 1	 1- 0	     6645.43	Ej Spelad	0.10	0.10
 6- 0	 2- 1	 1- 1	     5096.83	Ej Spelad	0.10	0.10
 6- 0	 2- 1	 1- 2	    10115.57	Ej Spelad	0.10	0.10
 6- 0	 2- 1	 2- 0	     9172.91	Ej Spelad	0.10	0.10
 6- 0	 2- 1	 2- 1	     7847.94	Ej Spelad	0.10	0.10
 6- 0	 2- 1	 2- 2	    12426.15	Ej Spelad	0.10	0.10
 6- 0	 2- 1	 3- 1	    15426.52	Ej Spelad	0.10	0.10
 6- 0	 2- 2	 0- 0	    10330.59	Ej Spelad	0.10	0.10
 6- 0	 2- 2	 0- 1	    12040.74	Ej Spelad	0.10	0.10
 6- 0	 2- 2	 1- 0	     8800.78	Ej Spelad	0.10	0.10
 6- 0	 2- 2	 1- 1	     6749.90	Ej Spelad	0.10	0.10
 6- 0	 2- 2	 1- 2	    13396.40	Ej Spelad	0.10	0.10
 6- 0	 2- 2	 2- 0	    12148.01	Ej Spelad	0.10	0.10
 6- 0	 2- 2	 2- 1	    10393.30	Ej Spelad	0.10	0.10
 6- 0	 2- 2	 2- 2	    16456.38	Ej Spelad	0.10	0.10
 6- 0	 2- 3	 1- 1	    16425.74	Ej Spelad	0.10	0.10
 6- 0	 3- 0	 1- 1	    15052.31	Ej Spelad	0.10	0.10
 6- 0	 3- 1	 1- 0	    16491.80	Ej Spelad	0.10	0.10
 6- 0	 3- 1	 1- 1	    12648.67	Ej Spelad	0.10	0.10
 6- 0	 3- 2	 1- 1	    15999.31	Ej Spelad	0.10	0.10
 6- 1	 0- 0	 0- 0	    11536.15	Ej Spelad	0.10	0.10
 6- 1	 0- 0	 0- 1	    13445.87	Ej Spelad	0.10	0.10
 6- 1	 0- 0	 1- 0	     9827.81	Ej Spelad	0.10	0.10
 6- 1	 0- 0	 1- 1	     7537.60	Ej Spelad	0.10	0.10
 6- 1	 0- 0	 1- 2	    14959.73	Ej Spelad	0.10	0.10
 6- 1	 0- 0	 2- 0	    13565.65	Ej Spelad	0.10	0.10
 6- 1	 0- 0	 2- 1	    11606.17	Ej Spelad	0.10	0.10
 6- 1	 0- 1	 0- 0	    10595.08	Ej Spelad	0.10	0.10
 6- 1	 0- 1	 0- 1	    12349.02	Ej Spelad	0.10	0.10
 6- 1	 0- 1	 1- 0	     9026.10	Ej Spelad	0.10	0.10
 6- 1	 0- 1	 1- 1	     6922.72	Ej Spelad	0.10	0.10
 6- 1	 0- 1	 1- 2	    13739.39	Ej Spelad	0.10	0.10
 6- 1	 0- 1	 2- 0	    12459.03	Ej Spelad	0.10	0.10
 6- 1	 0- 1	 2- 1	    10659.39	Ej Spelad	0.10	0.10
 6- 1	 0- 2	 1- 0	    15435.74	Ej Spelad	0.10	0.10
 6- 1	 0- 2	 1- 1	    11838.70	Ej Spelad	0.10	0.10
 6- 1	 1- 0	 0- 0	    10878.06	Ej Spelad	0.10	0.10
 6- 1	 1- 0	 0- 1	    12678.84	Ej Spelad	0.10	0.10
 6- 1	 1- 0	 1- 0	     9267.17	Ej Spelad	0.10	0.10
 6- 1	 1- 0	 1- 1	     7107.62	Ej Spelad	0.10	0.10
 6- 1	 1- 0	 1- 2	    14106.35	Ej Spelad	0.10	0.10
 6- 1	 1- 0	 2- 0	    12791.79	Ej Spelad	0.10	0.10
 6- 1	 1- 0	 2- 1	    10944.09	Ej Spelad	0.10	0.10
 6- 1	 1- 1	 0- 0	     7428.95	Ej Spelad	0.10	0.10
 6- 1	 1- 1	 0- 1	     8658.76	Ej Spelad	0.10	0.10
 6- 1	 1- 1	 0- 2	    14435.69	Ej Spelad	0.10	0.10
 6- 1	 1- 1	 1- 0	     6328.83	Ej Spelad	0.10	0.10
 6- 1	 1- 1	 1- 1	     4854.00	Ej Spelad	0.10	0.10
 6- 1	 1- 1	 1- 2	     9633.64	Ej Spelad	0.10	0.10
 6- 1	 1- 1	 2- 0	     8735.90	Ej Spelad	0.10	0.10
 6- 1	 1- 1	 2- 1	     7474.04	Ej Spelad	0.10	0.10
 6- 1	 1- 1	 2- 2	    11834.14	Ej Spelad	0.10	0.10
 6- 1	 1- 1	 3- 1	    14691.57	Ej Spelad	0.10	0.10
 6- 1	 1- 2	 0- 0	    12634.78	Ej Spelad	0.10	0.10
 6- 1	 1- 2	 0- 1	    14726.37	Ej Spelad	0.10	0.10
 6- 1	 1- 2	 1- 0	    10763.75	Ej Spelad	0.10	0.10
 6- 1	 1- 2	 1- 1	     8255.44	Ej Spelad	0.10	0.10
 6- 1	 1- 2	 1- 2	    16384.41	Ej Spelad	0.10	0.10
 6- 1	 1- 2	 2- 0	    14857.56	Ej Spelad	0.10	0.10
 6- 1	 1- 2	 2- 1	    12711.47	Ej Spelad	0.10	0.10
 6- 1	 2- 0	 1- 0	    15644.74	Ej Spelad	0.10	0.10
 6- 1	 2- 0	 1- 1	    11999.00	Ej Spelad	0.10	0.10
 6- 1	 2- 1	 0- 0	    12300.93	Ej Spelad	0.10	0.10
 6- 1	 2- 1	 0- 1	    14337.25	Ej Spelad	0.10	0.10
 6- 1	 2- 1	 1- 0	    10479.33	Ej Spelad	0.10	0.10
 6- 1	 2- 1	 1- 1	     8037.30	Ej Spelad	0.10	0.10
 6- 1	 2- 1	 1- 2	    15951.48	Ej Spelad	0.10	0.10
 6- 1	 2- 1	 2- 0	    14464.98	Ej Spelad	0.10	0.10
 6- 1	 2- 1	 2- 1	    12375.59	Ej Spelad	0.10	0.10
 6- 1	 2- 2	 0- 0	    16290.55	Ej Spelad	0.10	0.10
 6- 1	 2- 2	 1- 0	    13878.15	Ej Spelad	0.10	0.10
 6- 1	 2- 2	 1- 1	    10644.08	Ej Spelad	0.10	0.10
 6- 1	 2- 2	 2- 1	    16389.43	Ej Spelad	0.10	0.10
 6- 2	 1- 1	 1- 0	    16454.95	Ej Spelad	0.10	0.10
 6- 2	 1- 1	 1- 1	    12620.41	Ej Spelad	0.10	0.10
 7- 0	 0- 0	 0- 0	    14282.85	Ej Spelad	0.10	0.10
 7- 0	 0- 0	 0- 1	    16647.27	Ej Spelad	0.10	0.10
 7- 0	 0- 0	 1- 0	    12167.76	Ej Spelad	0.10	0.10
 7- 0	 0- 0	 1- 1	     9332.27	Ej Spelad	0.10	0.10
 7- 0	 0- 0	 2- 1	    14369.54	Ej Spelad	0.10	0.10
 7- 0	 0- 1	 0- 0	    13117.72	Ej Spelad	0.10	0.10
 7- 0	 0- 1	 0- 1	    15289.26	Ej Spelad	0.10	0.10
 7- 0	 0- 1	 1- 0	    11175.17	Ej Spelad	0.10	0.10
 7- 0	 0- 1	 1- 1	     8570.99	Ej Spelad	0.10	0.10
 7- 0	 0- 1	 2- 0	    15425.47	Ej Spelad	0.10	0.10
 7- 0	 0- 1	 2- 1	    13197.34	Ej Spelad	0.10	0.10
 7- 0	 0- 2	 1- 1	    14657.44	Ej Spelad	0.10	0.10
 7- 0	 1- 0	 0- 0	    13468.08	Ej Spelad	0.10	0.10
 7- 0	 1- 0	 0- 1	    15697.61	Ej Spelad	0.10	0.10
 7- 0	 1- 0	 1- 0	    11473.64	Ej Spelad	0.10	0.10
 7- 0	 1- 0	 1- 1	     8799.91	Ej Spelad	0.10	0.10
 7- 0	 1- 0	 2- 0	    15837.46	Ej Spelad	0.10	0.10
 7- 0	 1- 0	 2- 1	    13549.83	Ej Spelad	0.10	0.10
 7- 0	 1- 1	 0- 0	     9197.75	Ej Spelad	0.10	0.10
 7- 0	 1- 1	 0- 1	    10720.37	Ej Spelad	0.10	0.10
 7- 0	 1- 1	 1- 0	     7835.69	Ej Spelad	0.10	0.10
 7- 0	 1- 1	 1- 1	     6009.72	Ej Spelad	0.10	0.10
 7- 0	 1- 1	 1- 2	    11927.37	Ej Spelad	0.10	0.10
 7- 0	 1- 1	 2- 0	    10815.87	Ej Spelad	0.10	0.10
 7- 0	 1- 1	 2- 1	     9253.58	Ej Spelad	0.10	0.10
 7- 0	 1- 1	 2- 2	    14651.79	Ej Spelad	0.10	0.10
 7- 0	 1- 2	 0- 0	    15643.06	Ej Spelad	0.10	0.10
 7- 0	 1- 2	 1- 0	    13326.54	Ej Spelad	0.10	0.10
 7- 0	 1- 2	 1- 1	    10221.02	Ej Spelad	0.10	0.10
 7- 0	 1- 2	 2- 1	    15738.01	Ej Spelad	0.10	0.10
 7- 0	 2- 0	 1- 1	    14855.90	Ej Spelad	0.10	0.10
 7- 0	 2- 1	 0- 0	    15229.73	Ej Spelad	0.10	0.10
 7- 0	 2- 1	 1- 0	    12974.41	Ej Spelad	0.10	0.10
