MatchOdds 220 260 245 235 260 230 190 275 280 260 245 1067030938
Oms 20000
MinKvot 1.200000
MinIns 0.100000
MaxNomOdds 1000000
1-0 1-1 0-0 0-0	       78.55	    1.396634	0	 13.26	-1610612736
1-0 0-1 0-0 0-0	      108.31	    1.641529	0	 12.65	1610612736
1-0 1-2 0-0 0-0	      137.48	    1.993817	0	 12.03	0
0-0 1-1 0-0 0-0	       88.09	    1.357681	0	 11.05	0
0-0 0-1 0-0 0-0	      121.48	    1.504817	0	  9.92	-1073741824
3-1 1-1 0-0 0-0	      202.70	    2.318212	0	  8.90	-536870912
1-1 0-1 0-0 0-0	       80.81	    1.215233	0	  8.34	-1610612736
1-0 0-2 0-0 0-0	      192.29	    1.900765	0	  8.29	-2147483648
1-0 2-2 0-0 0-0	      171.31	    1.670120	0	  8.17	-2147483648
1-1 0-2 0-0 0-0	      143.46	    1.433162	0	  7.67	-1073741824
1-1 1-3 0-0 0-0	      237.35	    2.310132	0	  7.59	1610612736
0-0 1-2 0-0 0-0	      154.18	    1.471639	0	  7.51	0
3-1 0-1 0-0 0-0	      279.52	    3.922809	0	  7.15	-536870912
3-0 1-1 0-0 0-0	      269.85	    6.095210	0	  7.14	1073741824
1-0 0-0 0-0 0-0	      118.08	    1.266125	0	  6.70	-1073741824
1-0 2-1 0-0 0-0	      130.46	    1.293140	0	  6.50	0
3-1 0-0 0-0 0-0	      304.71	    3.084528	0	  6.44	-2147483648
0-0 2-1 0-0 0-0	      146.31	    1.322519	0	  6.20	-1073741824
3-1 1-0 0-0 0-0	      289.49	    2.272593	0	  6.17	-1073741824
0-0 2-2 0-0 0-0	      192.12	    1.489149	0	  6.16	-1073741824
1-1 0-3 0-0 0-0	      288.75	    1.898904	0	  5.52	-536870912
3-0 0-1 0-0 0-0	      372.12	    5.893522	0	  5.21	-536870912
3-0 1-0 0-0 0-0	      385.40	    3.414127	0	  5.15	-1073741824
0-1 0-2 0-0 0-0	      212.74	    1.405936	0	  4.97	0
1-0 1-3 0-0 0-0	      318.14	    1.880014	0	  4.96	0
3-0 0-0 0-0 0-0	      405.66	    2.316950	0	  4.44	-1610612736
