   Komb             Odds    Kvot Spelat belopp Beräknat spelbelopp
 2- 0	 1- 1	 1- 0	     1242.91	 1.766	0.15	0.10
 2- 0	 1- 1	 1- 1	      953.27	 3.070	0.26	0.30
 2- 0	 1- 1	 1- 3	     4288.68	Ej Spelad	0.10	0.10
 2- 0	 1- 1	 2- 0	     1715.63	 1.706	0.10	0.10
 2- 0	 1- 1	 2- 1	     1467.81	 1.994	0.14	0.10
 2- 0	 1- 1	 2- 3	     6871.45	Ej Spelad	0.10	0.10
 2- 0	 1- 1	 3- 0	     3647.82	 2.407	0.06	0.10
 2- 0	 1- 1	 3- 1	     2885.25	 3.043	0.08	0.10
 2- 0	 1- 1	 3- 3	    13391.16	Ej Spelad	0.10	0.10
 2- 0	 1- 1	 4- 0	     9293.70	Ej Spelad	0.10	0.10
 2- 0	 1- 1	 4- 1	     7903.62	Ej Spelad	0.10	0.10
 2- 0	 1- 1	 4- 2	    11855.43	Ej Spelad	0.10	0.10
 2- 0	 1- 2	 0- 0	     2481.32	Ej Spelad	0.10	0.10
 2- 0	 1- 2	 0- 1	     2892.09	Ej Spelad	0.10	0.10
 2- 0	 1- 2	 0- 2	     4821.62	Ej Spelad	0.10	0.10
 2- 0	 1- 2	 0- 3	    13492.27	Ej Spelad	0.10	0.10
 2- 0	 1- 2	 1- 0	     2113.87	Ej Spelad	0.10	0.10
 2- 0	 1- 2	 1- 1	     1621.27	Ej Spelad	0.10	0.10
 2- 0	 1- 2	 1- 2	     3217.71	Ej Spelad	0.10	0.10
 2- 0	 1- 2	 1- 3	     7293.96	Ej Spelad	0.10	0.10
 2- 0	 1- 2	 2- 0	     2917.85	Ej Spelad	0.10	0.10
 2- 0	 1- 2	 2- 1	     2496.38	Ej Spelad	0.10	0.10
 2- 0	 1- 2	 2- 2	     3952.69	Ej Spelad	0.10	0.10
 2- 0	 1- 2	 2- 3	    11686.61	Ej Spelad	0.10	0.10
 2- 0	 1- 2	 3- 0	     6204.03	Ej Spelad	0.10	0.10
 2- 0	 1- 2	 3- 1	     4907.09	Ej Spelad	0.10	0.10
 2- 0	 1- 2	 3- 2	     8343.35	Ej Spelad	0.10	0.10
 2- 0	 1- 2	 4- 0	    15806.25	Ej Spelad	0.10	0.10
 2- 0	 1- 2	 4- 1	    13442.07	Ej Spelad	0.10	0.10
 2- 0	 1- 3	 0- 0	     5471.78	Ej Spelad	0.10	0.10
 2- 0	 1- 3	 0- 1	     6377.60	Ej Spelad	0.10	0.10
 2- 0	 1- 3	 0- 2	    10632.59	Ej Spelad	0.10	0.10
 2- 0	 1- 3	 1- 0	     4661.49	Ej Spelad	0.10	0.10
 2- 0	 1- 3	 1- 1	     3575.21	Ej Spelad	0.10	0.10
 2- 0	 1- 3	 1- 2	     7095.65	Ej Spelad	0.10	0.10
 2- 0	 1- 3	 1- 3	    16084.56	Ej Spelad	0.10	0.10
 2- 0	 1- 3	 2- 0	     6434.41	Ej Spelad	0.10	0.10
 2- 0	 1- 3	 2- 1	     5505.00	Ej Spelad	0.10	0.10
 2- 0	 1- 3	 2- 2	     8716.42	Ej Spelad	0.10	0.10
 2- 0	 1- 3	 3- 0	    13681.06	Ej Spelad	0.10	0.10
 2- 0	 1- 3	 3- 1	    10821.05	Ej Spelad	0.10	0.10
 2- 0	 1- 4	 1- 0	    15203.63	Ej Spelad	0.10	0.10
 2- 0	 1- 4	 1- 1	    11660.68	Ej Spelad	0.10	0.10
 2- 0	 2- 0	 1- 3	    10601.53	Ej Spelad	0.10	0.10
 2- 0	 2- 1	 0- 3	    13135.76	Ej Spelad	0.10	0.10
 2- 0	 2- 1	 1- 3	     7101.23	Ej Spelad	0.10	0.10
 2- 0	 2- 1	 2- 3	    11377.81	Ej Spelad	0.10	0.10
 2- 0	 2- 1	 4- 0	    15388.60	Ej Spelad	0.10	0.10
 2- 0	 2- 1	 4- 1	    13086.89	Ej Spelad	0.10	0.10
 2- 0	 2- 2	 0- 0	     3199.27	Ej Spelad	0.10	0.10
 2- 0	 2- 2	 0- 1	     3728.89	Ej Spelad	0.10	0.10
 2- 0	 2- 2	 0- 2	     6216.72	Ej Spelad	0.10	0.10
 2- 0	 2- 2	 1- 0	     2725.51	Ej Spelad	0.10	0.10
 2- 0	 2- 2	 1- 1	     2090.37	Ej Spelad	0.10	0.10
 2- 0	 2- 2	 1- 2	     4148.72	Ej Spelad	0.10	0.10
 2- 0	 2- 2	 1- 3	     9404.41	Ej Spelad	0.10	0.10
 2- 0	 2- 2	 2- 0	     3762.11	Ej Spelad	0.10	0.10
 2- 0	 2- 2	 2- 1	     3218.69	Ej Spelad	0.10	0.10
 2- 0	 2- 2	 2- 2	     5096.36	Ej Spelad	0.10	0.10
 2- 0	 2- 2	 2- 3	    15068.03	Ej Spelad	0.10	0.10
 2- 0	 2- 2	 3- 0	     7999.12	Ej Spelad	0.10	0.10
 2- 0	 2- 2	 3- 1	     6326.91	Ej Spelad	0.10	0.10
 2- 0	 2- 2	 3- 2	    10757.43	Ej Spelad	0.10	0.10
 2- 0	 2- 3	 0- 0	     7785.36	Ej Spelad	0.10	0.10
 2- 0	 2- 3	 0- 1	     9074.16	Ej Spelad	0.10	0.10
 2- 0	 2- 3	 0- 2	    15128.24	Ej Spelad	0.10	0.10
 2- 0	 2- 3	 1- 0	     6632.45	Ej Spelad	0.10	0.10
 2- 0	 2- 3	 1- 1	     5086.87	Ej Spelad	0.10	0.10
 2- 0	 2- 3	 1- 2	    10095.82	Ej Spelad	0.10	0.10
 2- 0	 2- 3	 2- 0	     9155.00	Ej Spelad	0.10	0.10
 2- 0	 2- 3	 2- 1	     7832.61	Ej Spelad	0.10	0.10
 2- 0	 2- 3	 2- 2	    12401.88	Ej Spelad	0.10	0.10
 2- 0	 2- 3	 3- 1	    15396.40	Ej Spelad	0.10	0.10
 2- 0	 3- 2	 0- 1	     8838.59	Ej Spelad	0.10	0.10
 2- 0	 3- 2	 1- 2	     9833.72	Ej Spelad	0.10	0.10
 2- 0	 3- 2	 2- 0	     8917.33	Ej Spelad	0.10	0.10
 2- 0	 3- 2	 2- 1	     7629.27	Ej Spelad	0.10	0.10
 2- 0	 3- 2	 3- 1	    14996.70	Ej Spelad	0.10	0.10
 2- 0	 3- 3	 0- 0	    16197.90	Ej Spelad	0.10	0.10
 2- 0	 3- 3	 1- 0	    13799.21	Ej Spelad	0.10	0.10
 2- 0	 3- 3	 1- 1	    10583.54	Ej Spelad	0.10	0.10
 2- 0	 3- 3	 2- 1	    16296.21	Ej Spelad	0.10	0.10
 2- 0	 4- 2	 1- 1	    16443.45	Ej Spelad	0.10	0.10
 2- 1	 0- 0	 0- 0	     1591.00	 2.760	0.15	0.20
 2- 1	 0- 0	 0- 1	     1854.38	 4.735	0.13	0.10
 2- 1	 0- 0	 0- 2	     3091.58	 2.840	0.08	0.10
 2- 1	 0- 0	 0- 3	     8651.12	Ej Spelad	0.10	0.10
 2- 1	 0- 0	 1- 0	     1355.40	 3.239	0.18	0.20
 2- 1	 0- 0	 1- 1	     1039.54	 4.223	0.24	0.20
 2- 1	 0- 0	 1- 2	     2063.16	 2.128	0.10	0.10
 2- 1	 0- 0	 1- 3	     4676.82	Ej Spelad	0.10	0.10
 2- 1	 0- 0	 2- 0	     1870.90	 2.347	0.12	0.10
 2- 1	 0- 0	 2- 1	     1600.66	 2.743	0.15	0.10
 2- 1	 0- 0	 2- 2	     2534.43	 1.732	0.07	0.10
 2- 1	 0- 0	 2- 3	     7493.35	Ej Spelad	0.10	0.10
 2- 1	 0- 0	 3- 0	     3977.97	 2.207	0.06	0.10
 2- 1	 0- 0	 3- 1	     3146.38	 2.791	0.08	0.10
 2- 1	 0- 0	 3- 3	    14603.12	Ej Spelad	0.10	0.10
 2- 1	 0- 0	 4- 0	    10134.82	Ej Spelad	0.10	0.10
 2- 1	 0- 0	 4- 1	     8618.93	Ej Spelad	0.10	0.10
 2- 1	 0- 0	 4- 2	    12928.39	Ej Spelad	0.10	0.10
 2- 1	 0- 1	 0- 0	     1461.21	Ej Spelad	0.10	0.10
 2- 1	 0- 1	 0- 1	     1703.11	Ej Spelad	0.10	0.10
 2- 1	 0- 1	 0- 2	     2839.38	Ej Spelad	0.10	0.10
 2- 1	 0- 1	 0- 3	     7945.40	Ej Spelad	0.10	0.10
 2- 1	 0- 1	 1- 0	     1244.83	 7.054	0.19	0.20
 2- 1	 0- 1	 1- 1	      954.74	 9.197	0.23	0.20
 2- 1	 0- 1	 1- 2	     1894.86	 4.634	0.13	0.10
 2- 1	 0- 1	 1- 3	     4295.31	Ej Spelad	0.10	0.10
 2- 1	 0- 1	 2- 0	     1718.28	 5.110	0.14	0.10
 2- 1	 0- 1	 2- 1	     1470.08	 5.973	0.16	0.20
 2- 1	 0- 1	 2- 2	     2327.68	 3.772	0.11	0.10
 2- 1	 0- 1	 2- 3	     6882.07	Ej Spelad	0.10	0.10
 2- 1	 0- 1	 3- 0	     3653.46	Ej Spelad	0.10	0.10
 2- 1	 0- 1	 3- 1	     2889.71	Ej Spelad	0.10	0.10
 2- 1	 0- 1	 3- 2	     4913.28	Ej Spelad	0.10	0.10
 2- 1	 0- 1	 4- 0	     9308.07	Ej Spelad	0.10	0.10
 2- 1	 0- 1	 4- 1	     7915.84	Ej Spelad	0.10	0.10
 2- 1	 0- 1	 4- 2	    11873.76	Ej Spelad	0.10	0.10
 2- 1	 0- 2	 0- 0	     2498.86	Ej Spelad	0.10	0.10
 2- 1	 0- 2	 0- 1	     2912.52	Ej Spelad	0.10	0.10
 2- 1	 0- 2	 0- 2	     4855.69	Ej Spelad	0.10	0.10
 2- 1	 0- 2	 0- 3	    13587.61	Ej Spelad	0.10	0.10
 2- 1	 0- 2	 1- 0	     2128.81	Ej Spelad	0.10	0.10
 2- 1	 0- 2	 1- 1	     1632.73	Ej Spelad	0.10	0.10
 2- 1	 0- 2	 1- 2	     3240.44	Ej Spelad	0.10	0.10
 2- 1	 0- 2	 1- 3	     7345.50	Ej Spelad	0.10	0.10
 2- 1	 0- 2	 2- 0	     2938.47	Ej Spelad	0.10	0.10
 2- 1	 0- 2	 2- 1	     2514.02	Ej Spelad	0.10	0.10
 2- 1	 0- 2	 2- 2	     3980.62	Ej Spelad	0.10	0.10
 2- 1	 0- 2	 2- 3	    11769.19	Ej Spelad	0.10	0.10
 2- 1	 0- 2	 3- 0	     6247.87	Ej Spelad	0.10	0.10
 2- 1	 0- 2	 3- 1	     4941.76	Ej Spelad	0.10	0.10
 2- 1	 0- 2	 3- 2	     8402.31	Ej Spelad	0.10	0.10
 2- 1	 0- 2	 4- 0	    15917.94	Ej Spelad	0.10	0.10
 2- 1	 0- 2	 4- 1	    13537.05	Ej Spelad	0.10	0.10
 2- 1	 0- 3	 0- 0	     4806.06	Ej Spelad	0.10	0.10
 2- 1	 0- 3	 0- 1	     5601.67	Ej Spelad	0.10	0.10
 2- 1	 0- 3	 0- 2	     9338.98	Ej Spelad	0.10	0.10
 2- 1	 0- 3	 1- 0	     4094.35	Ej Spelad	0.10	0.10
 2- 1	 0- 3	 1- 1	     3140.23	Ej Spelad	0.10	0.10
 2- 1	 0- 3	 1- 2	     6232.36	Ej Spelad	0.10	0.10
 2- 1	 0- 3	 1- 3	    14127.64	Ej Spelad	0.10	0.10
 2- 1	 0- 3	 2- 0	     5651.57	Ej Spelad	0.10	0.10
 2- 1	 0- 3	 2- 1	     4835.23	Ej Spelad	0.10	0.10
 2- 1	 0- 3	 2- 2	     7655.94	Ej Spelad	0.10	0.10
 2- 1	 0- 3	 3- 0	    12016.55	Ej Spelad	0.10	0.10
 2- 1	 0- 3	 3- 1	     9504.51	Ej Spelad	0.10	0.10
 2- 1	 0- 3	 3- 2	    16160.19	Ej Spelad	0.10	0.10
 2- 1	 0- 4	 0- 0	    14677.97	Ej Spelad	0.10	0.10
 2- 1	 0- 4	 1- 0	    12504.37	Ej Spelad	0.10	0.10
 2- 1	 0- 4	 1- 1	     9590.44	Ej Spelad	0.10	0.10
 2- 1	 0- 4	 2- 1	    14767.06	Ej Spelad	0.10	0.10
 2- 1	 1- 0	 0- 0	     1500.24	 2.926	0.16	0.20
 2- 1	 1- 0	 0- 1	     1748.59	 2.511	0.13	0.10
 2- 1	 1- 0	 0- 2	     2915.22	 1.506	0.05	0.10
 2- 1	 1- 0	 1- 0	     1278.08	 2.290	0.18	0.20
 2- 1	 1- 0	 1- 1	      980.24	 1.493	0.15	0.20
 2- 1	 1- 0	 2- 0	     1764.17	 1.659	0.10	0.10
 2- 1	 1- 0	 2- 3	     7065.88	Ej Spelad	0.10	0.10
 2- 1	 1- 0	 3- 0	     3751.04	 2.341	0.06	0.10
 2- 1	 1- 0	 3- 3	    13770.08	Ej Spelad	0.10	0.10
 2- 1	 1- 0	 4- 0	     9556.67	Ej Spelad	0.10	0.10
 2- 1	 1- 0	 4- 1	     8127.26	Ej Spelad	0.10	0.10
 2- 1	 1- 0	 4- 2	    12190.88	Ej Spelad	0.10	0.10
 2- 1	 1- 1	 0- 0	     1024.56	 2.857	0.24	0.20
 2- 1	 1- 1	 0- 1	     1194.17	 3.677	0.21	0.20
 2- 1	 1- 1	 0- 2	     1990.89	 1.470	0.07	0.10
 2- 1	 1- 1	 0- 3	     5571.07	Ej Spelad	0.10	0.10
 2- 1	 1- 1	 1- 0	      872.84	 3.353	0.28	0.30
 2- 1	 1- 1	 1- 1	      669.44	 3.279	0.37	0.40
 2- 1	 1- 1	 1- 2	     1328.62	 1.322	0.09	0.10
 2- 1	 1- 1	 1- 3	     3011.74	Ej Spelad	0.10	0.10
 2- 1	 1- 1	 1- 4	    12245.85	Ej Spelad	0.10	0.10
 2- 1	 1- 1	 2- 0	     1204.81	 3.644	0.21	0.20
 2- 1	 1- 1	 2- 1	     1030.78	 2.130	0.21	0.20
 2- 1	 1- 1	 2- 2	     1632.10	 1.345	0.07	0.10
 2- 1	 1- 1	 2- 3	     4825.50	Ej Spelad	0.10	0.10
 2- 1	 1- 1	 2- 4	    14422.89	Ej Spelad	0.10	0.10
 2- 1	 1- 1	 3- 0	     2561.70	 3.428	0.10	0.10
 2- 1	 1- 1	 3- 1	     2026.18	 4.334	0.12	0.10
 2- 1	 1- 1	 3- 2	     3445.04	 2.549	0.07	0.10
 2- 1	 1- 1	 3- 3	     9404.00	Ej Spelad	0.10	0.10
 2- 1	 1- 1	 4- 0	     6526.54	Ej Spelad	0.10	0.10
 2- 1	 1- 1	 4- 1	     5550.35	Ej Spelad	0.10	0.10
 2- 1	 1- 1	 4- 2	     8325.52	Ej Spelad	0.10	0.10
 2- 1	 1- 1	 5- 0	    16651.04	Ej Spelad	0.10	0.10
 2- 1	 1- 2	 0- 0	     1742.52	Ej Spelad	0.10	0.10
 2- 1	 1- 2	 0- 1	     2030.98	Ej Spelad	0.10	0.10
 2- 1	 1- 2	 0- 2	     3386.00	Ej Spelad	0.10	0.10
 2- 1	 1- 2	 0- 3	     9475.00	Ej Spelad	0.10	0.10
 2- 1	 1- 2	 1- 0	     1484.48	Ej Spelad	0.10	0.10
 2- 1	 1- 2	 1- 1	     1138.54	 7.712	0.20	0.20
 2- 1	 1- 2	 1- 2	     2259.65	 3.886	0.11	0.10
 2- 1	 1- 2	 1- 3	     5122.21	Ej Spelad	0.10	0.10
 2- 1	 1- 2	 2- 0	     2049.07	Ej Spelad	0.10	0.10
 2- 1	 1- 2	 2- 1	     1753.09	 5.009	0.14	0.10
 2- 1	 1- 2	 2- 2	     2775.79	 3.163	0.09	0.10
 2- 1	 1- 2	 2- 3	     8206.97	Ej Spelad	0.10	0.10
 2- 1	 1- 2	 3- 0	     4356.80	Ej Spelad	0.10	0.10
 2- 1	 1- 2	 3- 1	     3446.02	Ej Spelad	0.10	0.10
 2- 1	 1- 2	 3- 2	     5859.15	Ej Spelad	0.10	0.10
 2- 1	 1- 2	 3- 3	    15993.83	Ej Spelad	0.10	0.10
 2- 1	 1- 2	 4- 0	    11100.00	Ej Spelad	0.10	0.10
 2- 1	 1- 2	 4- 1	     9439.74	Ej Spelad	0.10	0.10
 2- 1	 1- 2	 4- 2	    14159.61	Ej Spelad	0.10	0.10
 2- 1	 1- 3	 0- 0	     3842.58	Ej Spelad	0.10	0.10
 2- 1	 1- 3	 0- 1	     4478.69	Ej Spelad	0.10	0.10
 2- 1	 1- 3	 0- 2	     7466.77	Ej Spelad	0.10	0.10
 2- 1	 1- 3	 1- 0	     3273.55	Ej Spelad	0.10	0.10
 2- 1	 1- 3	 1- 1	     2510.70	Ej Spelad	0.10	0.10
 2- 1	 1- 3	 1- 2	     4982.94	Ej Spelad	0.10	0.10
 2- 1	 1- 3	 1- 3	    11295.45	Ej Spelad	0.10	0.10
 2- 1	 1- 3	 2- 0	     4518.59	Ej Spelad	0.10	0.10
 2- 1	 1- 3	 2- 1	     3865.90	Ej Spelad	0.10	0.10
 2- 1	 1- 3	 2- 2	     6121.14	Ej Spelad	0.10	0.10
 2- 1	 1- 3	 3- 0	     9607.57	Ej Spelad	0.10	0.10
 2- 1	 1- 3	 3- 1	     7599.13	Ej Spelad	0.10	0.10
 2- 1	 1- 3	 3- 2	    12920.53	Ej Spelad	0.10	0.10
 2- 1	 1- 4	 0- 0	    12532.73	Ej Spelad	0.10	0.10
 2- 1	 1- 4	 0- 1	    14607.42	Ej Spelad	0.10	0.10
 2- 1	 1- 4	 1- 0	    10676.80	Ej Spelad	0.10	0.10
 2- 1	 1- 4	 1- 1	     8188.76	Ej Spelad	0.10	0.10
 2- 1	 1- 4	 1- 2	    16252.07	Ej Spelad	0.10	0.10
 2- 1	 1- 4	 2- 0	    14737.55	Ej Spelad	0.10	0.10
 2- 1	 1- 4	 2- 1	    12608.80	Ej Spelad	0.10	0.10
 2- 1	 2- 0	 2- 3	    11928.55	Ej Spelad	0.10	0.10
 2- 1	 2- 0	 4- 0	    16133.47	Ej Spelad	0.10	0.10
 2- 1	 2- 0	 4- 1	    13720.35	Ej Spelad	0.10	0.10
 2- 1	 2- 1	 0- 3	     9224.64	Ej Spelad	0.10	0.10
 2- 1	 2- 1	 1- 3	     4986.87	Ej Spelad	0.10	0.10
 2- 1	 2- 1	 2- 0	     1994.93	 1.467	0.07	0.10
 2- 1	 2- 1	 2- 1	     1706.77	 1.286	0.06	0.10
 2- 1	 2- 1	 2- 3	     7990.11	Ej Spelad	0.10	0.10
 2- 1	 2- 1	 3- 1	     3354.97	 2.617	0.07	0.10
 2- 1	 2- 1	 3- 3	    15571.22	Ej Spelad	0.10	0.10
 2- 1	 2- 1	 4- 0	    10806.70	Ej Spelad	0.10	0.10
 2- 1	 2- 1	 4- 1	     9190.32	Ej Spelad	0.10	0.10
 2- 1	 2- 1	 4- 2	    13785.47	Ej Spelad	0.10	0.10
 2- 1	 2- 2	 0- 0	     2246.70	Ej Spelad	0.10	0.10
 2- 1	 2- 2	 0- 1	     2618.63	Ej Spelad	0.10	0.10
 2- 1	 2- 2	 0- 2	     4365.71	Ej Spelad	0.10	0.10
 2- 1	 2- 2	 0- 3	    12216.51	Ej Spelad	0.10	0.10
 2- 1	 2- 2	 1- 0	     1914.00	Ej Spelad	0.10	0.10
 2- 1	 2- 2	 1- 1	     1467.97	 5.982	0.16	0.20
 2- 1	 2- 2	 1- 2	     2913.46	 3.014	0.08	0.10
 2- 1	 2- 2	 1- 3	     6604.28	Ej Spelad	0.10	0.10
 2- 1	 2- 2	 2- 0	     2641.95	Ej Spelad	0.10	0.10
 2- 1	 2- 2	 2- 1	     2260.34	 3.885	0.11	0.10
 2- 1	 2- 2	 2- 2	     3578.94	 2.453	0.06	0.10
 2- 1	 2- 2	 2- 3	    10581.58	Ej Spelad	0.10	0.10
 2- 1	 2- 2	 3- 0	     5617.41	Ej Spelad	0.10	0.10
 2- 1	 2- 2	 3- 1	     4443.10	Ej Spelad	0.10	0.10
 2- 1	 2- 2	 3- 2	     7554.45	Ej Spelad	0.10	0.10
 2- 1	 2- 2	 4- 0	    14311.69	Ej Spelad	0.10	0.10
 2- 1	 2- 2	 4- 1	    12171.05	Ej Spelad	0.10	0.10
 2- 1	 2- 3	 0- 0	     5467.30	Ej Spelad	0.10	0.10
 2- 1	 2- 3	 0- 1	     6372.37	Ej Spelad	0.10	0.10
 2- 1	 2- 3	 0- 2	    10623.87	Ej Spelad	0.10	0.10
 2- 1	 2- 3	 1- 0	     4657.67	Ej Spelad	0.10	0.10
 2- 1	 2- 3	 1- 1	     3572.28	Ej Spelad	0.10	0.10
 2- 1	 2- 3	 1- 2	     7089.83	Ej Spelad	0.10	0.10
 2- 1	 2- 3	 1- 3	    16071.37	Ej Spelad	0.10	0.10
 2- 1	 2- 3	 2- 0	     6429.13	Ej Spelad	0.10	0.10
 2- 1	 2- 3	 2- 1	     5500.48	Ej Spelad	0.10	0.10
 2- 1	 2- 3	 2- 2	     8709.27	Ej Spelad	0.10	0.10
 2- 1	 2- 3	 3- 0	    13669.84	Ej Spelad	0.10	0.10
 2- 1	 2- 3	 3- 1	    10812.18	Ej Spelad	0.10	0.10
 2- 1	 2- 4	 1- 0	    16523.63	Ej Spelad	0.10	0.10
 2- 1	 2- 4	 1- 1	    12673.08	Ej Spelad	0.10	0.10
 2- 1	 3- 2	 0- 1	     6206.93	Ej Spelad	0.10	0.10
 2- 1	 3- 2	 0- 2	    10348.06	Ej Spelad	0.10	0.10
 2- 1	 3- 2	 1- 1	     3479.54	 2.524	0.07	0.10
 2- 1	 3- 2	 1- 2	     6905.77	Ej Spelad	0.10	0.10
 2- 1	 3- 2	 1- 3	    15654.14	Ej Spelad	0.10	0.10
 2- 1	 3- 2	 2- 0	     6262.23	Ej Spelad	0.10	0.10
 2- 1	 3- 2	 2- 1	     5357.68	Ej Spelad	0.10	0.10
 2- 1	 3- 2	 3- 0	    13314.96	Ej Spelad	0.10	0.10
 2- 1	 3- 2	 3- 1	    10531.49	Ej Spelad	0.10	0.10
 2- 1	 3- 3	 0- 0	    11375.03	Ej Spelad	0.10	0.10
 2- 1	 3- 3	 0- 1	    13258.08	Ej Spelad	0.10	0.10
 2- 1	 3- 3	 1- 0	     9690.55	Ej Spelad	0.10	0.10
 2- 1	 3- 3	 1- 1	     7432.33	Ej Spelad	0.10	0.10
 2- 1	 3- 3	 1- 2	    14750.80	Ej Spelad	0.10	0.10
 2- 1	 3- 3	 2- 0	    13376.19	Ej Spelad	0.10	0.10
 2- 1	 3- 3	 2- 1	    11444.08	Ej Spelad	0.10	0.10
 2- 1	 4- 1	 2- 1	    12351.30	Ej Spelad	0.10	0.10
 2- 1	 4- 2	 1- 1	    11547.47	Ej Spelad	0.10	0.10
 2- 2	 0- 0	 0- 0	     2215.50	 3.963	0.11	0.10
 2- 2	 0- 0	 0- 1	     2582.25	 3.400	0.10	0.10
 2- 2	 0- 0	 0- 3	    12046.83	Ej Spelad	0.10	0.10
 2- 2	 0- 0	 1- 0	     1887.41	 2.326	0.12	0.10
 2- 2	 0- 0	 1- 1	     1447.58	 3.033	0.17	0.20
 2- 2	 0- 0	 1- 2	     2872.99	 1.528	0.05	0.10
 2- 2	 0- 0	 1- 3	     6512.55	Ej Spelad	0.10	0.10
 2- 2	 0- 0	 2- 0	     2605.26	 1.685	0.07	0.10
 2- 2	 0- 0	 2- 1	     2228.94	 1.970	0.09	0.10
 2- 2	 0- 0	 2- 3	    10434.61	Ej Spelad	0.10	0.10
 2- 2	 0- 0	 4- 0	    14112.91	Ej Spelad	0.10	0.10
 2- 2	 0- 0	 4- 1	    12002.00	Ej Spelad	0.10	0.10
 2- 2	 0- 1	 0- 0	     2034.77	Ej Spelad	0.10	0.10
 2- 2	 0- 1	 0- 1	     2371.61	Ej Spelad	0.10	0.10
 2- 2	 0- 1	 0- 2	     3953.89	Ej Spelad	0.10	0.10
 2- 2	 0- 1	 0- 3	    11064.10	Ej Spelad	0.10	0.10
 2- 2	 0- 1	 1- 0	     1733.45	 5.066	0.14	0.10
 2- 2	 0- 1	 1- 1	     1329.50	 6.605	0.18	0.20
 2- 2	 0- 1	 1- 2	     2638.62	 3.328	0.09	0.10
 2- 2	 0- 1	 1- 3	     5981.29	Ej Spelad	0.10	0.10
 2- 2	 0- 1	 2- 0	     2392.73	 3.670	0.10	0.10
 2- 2	 0- 1	 2- 1	     2047.12	 4.289	0.12	0.10
 2- 2	 0- 1	 2- 2	     3241.33	 2.709	0.07	0.10
 2- 2	 0- 1	 2- 3	     9583.40	Ej Spelad	0.10	0.10
 2- 2	 0- 1	 3- 0	     5087.51	Ej Spelad	0.10	0.10
 2- 2	 0- 1	 3- 1	     4023.97	Ej Spelad	0.10	0.10
 2- 2	 0- 1	 3- 2	     6841.82	Ej Spelad	0.10	0.10
 2- 2	 0- 1	 4- 0	    12961.64	Ej Spelad	0.10	0.10
 2- 2	 0- 1	 4- 1	    11022.94	Ej Spelad	0.10	0.10
 2- 2	 0- 1	 4- 2	    16534.40	Ej Spelad	0.10	0.10
 2- 2	 0- 2	 0- 0	     3479.70	Ej Spelad	0.10	0.10
 2- 2	 0- 2	 0- 1	     4055.74	Ej Spelad	0.10	0.10
 2- 2	 0- 2	 0- 2	     6761.64	Ej Spelad	0.10	0.10
 2- 2	 0- 2	 1- 0	     2964.41	Ej Spelad	0.10	0.10
 2- 2	 0- 2	 1- 1	     2273.60	Ej Spelad	0.10	0.10
 2- 2	 0- 2	 1- 2	     4512.37	Ej Spelad	0.10	0.10
 2- 2	 0- 2	 1- 3	    10228.74	Ej Spelad	0.10	0.10
 2- 2	 0- 2	 2- 0	     4091.87	Ej Spelad	0.10	0.10
 2- 2	 0- 2	 2- 1	     3500.82	Ej Spelad	0.10	0.10
 2- 2	 0- 2	 2- 2	     5543.08	Ej Spelad	0.10	0.10
 2- 2	 0- 2	 2- 3	    16388.80	Ej Spelad	0.10	0.10
 2- 2	 0- 2	 3- 0	     8700.27	Ej Spelad	0.10	0.10
 2- 2	 0- 2	 3- 1	     6881.49	Ej Spelad	0.10	0.10
 2- 2	 0- 2	 3- 2	    11700.36	Ej Spelad	0.10	0.10
 2- 2	 0- 3	 0- 0	     6692.52	Ej Spelad	0.10	0.10
 2- 2	 0- 3	 0- 1	     7800.42	Ej Spelad	0.10	0.10
 2- 2	 0- 3	 0- 2	    13004.68	Ej Spelad	0.10	0.10
 2- 2	 0- 3	 1- 0	     5701.45	Ej Spelad	0.10	0.10
 2- 2	 0- 3	 1- 1	     4372.83	Ej Spelad	0.10	0.10
 2- 2	 0- 3	 1- 2	     8678.66	Ej Spelad	0.10	0.10
 2- 2	 0- 3	 2- 0	     7869.91	Ej Spelad	0.10	0.10
 2- 2	 0- 3	 2- 1	     6733.14	Ej Spelad	0.10	0.10
 2- 2	 0- 3	 2- 2	    10661.02	Ej Spelad	0.10	0.10
 2- 2	 0- 3	 3- 1	    13235.20	Ej Spelad	0.10	0.10
 2- 2	 0- 4	 1- 1	    13354.84	Ej Spelad	0.10	0.10
 2- 2	 1- 0	 0- 0	     2089.11	 4.203	0.12	0.10
 2- 2	 1- 0	 0- 1	     2434.95	 3.606	0.10	0.10
 2- 2	 1- 0	 0- 2	     4059.49	 2.163	0.05	0.10
 2- 2	 1- 0	 0- 3	    11359.61	Ej Spelad	0.10	0.10
 2- 2	 1- 0	 1- 0	     1779.74	 2.467	0.13	0.10
 2- 2	 1- 0	 1- 1	     1365.00	 2.144	0.16	0.20
 2- 2	 1- 0	 1- 2	     2709.10	 1.621	0.06	0.10
 2- 2	 1- 0	 2- 0	     2456.64	 1.787	0.08	0.10
 2- 2	 1- 0	 2- 1	     2101.79	 2.089	0.10	0.10
 2- 2	 1- 0	 2- 3	     9839.36	Ej Spelad	0.10	0.10
 2- 2	 1- 0	 4- 0	    13307.83	Ej Spelad	0.10	0.10
