   Komb             Odds    Kvot Spelat belopp Beräknat spelbelopp
 2- 2	 1- 0	 4- 1	    11317.34	Ej Spelad	0.10	0.10
 2- 2	 1- 1	 0- 0	     1426.72	 6.155	0.17	0.20
 2- 2	 1- 1	 0- 1	     1662.90	 5.280	0.15	0.10
 2- 2	 1- 1	 0- 2	     2772.35	 3.167	0.09	0.10
 2- 2	 1- 1	 0- 3	     7757.81	Ej Spelad	0.10	0.10
 2- 2	 1- 1	 1- 0	     1215.44	 3.612	0.21	0.20
 2- 2	 1- 1	 1- 1	      932.20	 4.710	0.27	0.30
 2- 2	 1- 1	 1- 2	     1850.12	 2.373	0.12	0.10
 2- 2	 1- 1	 1- 3	     4193.90	Ej Spelad	0.10	0.10
 2- 2	 1- 1	 2- 0	     1677.71	 2.617	0.14	0.10
 2- 2	 1- 1	 2- 1	     1435.38	 3.059	0.17	0.20
 2- 2	 1- 1	 2- 2	     2272.72	 1.932	0.09	0.10
 2- 2	 1- 1	 2- 3	     6719.59	Ej Spelad	0.10	0.10
 2- 2	 1- 1	 3- 0	     3567.21	 2.462	0.06	0.10
 2- 2	 1- 1	 3- 1	     2821.49	 3.112	0.09	0.10
 2- 2	 1- 1	 3- 3	    13095.22	Ej Spelad	0.10	0.10
 2- 2	 1- 1	 4- 0	     9088.31	Ej Spelad	0.10	0.10
 2- 2	 1- 1	 4- 1	     7728.95	Ej Spelad	0.10	0.10
 2- 2	 1- 1	 4- 2	    11593.43	Ej Spelad	0.10	0.10
 2- 2	 1- 2	 0- 0	     2426.49	Ej Spelad	0.10	0.10
 2- 2	 1- 2	 0- 1	     2828.17	Ej Spelad	0.10	0.10
 2- 2	 1- 2	 0- 2	     4715.07	Ej Spelad	0.10	0.10
 2- 2	 1- 2	 0- 3	    13194.09	Ej Spelad	0.10	0.10
 2- 2	 1- 2	 1- 0	     2067.16	Ej Spelad	0.10	0.10
 2- 2	 1- 2	 1- 1	     1585.44	Ej Spelad	0.10	0.10
 2- 2	 1- 2	 1- 2	     3146.59	Ej Spelad	0.10	0.10
 2- 2	 1- 2	 1- 3	     7132.77	Ej Spelad	0.10	0.10
 2- 2	 1- 2	 2- 0	     2853.37	Ej Spelad	0.10	0.10
 2- 2	 1- 2	 2- 1	     2441.21	Ej Spelad	0.10	0.10
 2- 2	 1- 2	 2- 2	     3865.33	Ej Spelad	0.10	0.10
 2- 2	 1- 2	 2- 3	    11428.34	Ej Spelad	0.10	0.10
 2- 2	 1- 2	 3- 0	     6066.92	Ej Spelad	0.10	0.10
 2- 2	 1- 2	 3- 1	     4798.64	Ej Spelad	0.10	0.10
 2- 2	 1- 2	 3- 2	     8158.97	Ej Spelad	0.10	0.10
 2- 2	 1- 2	 4- 0	    15456.93	Ej Spelad	0.10	0.10
 2- 2	 1- 2	 4- 1	    13145.00	Ej Spelad	0.10	0.10
 2- 2	 1- 3	 0- 0	     5350.86	Ej Spelad	0.10	0.10
 2- 2	 1- 3	 0- 1	     6236.65	Ej Spelad	0.10	0.10
 2- 2	 1- 3	 0- 2	    10397.61	Ej Spelad	0.10	0.10
 2- 2	 1- 3	 1- 0	     4558.47	Ej Spelad	0.10	0.10
 2- 2	 1- 3	 1- 1	     3496.20	Ej Spelad	0.10	0.10
 2- 2	 1- 3	 1- 2	     6938.83	Ej Spelad	0.10	0.10
 2- 2	 1- 3	 1- 3	    15729.10	Ej Spelad	0.10	0.10
 2- 2	 1- 3	 2- 0	     6292.21	Ej Spelad	0.10	0.10
 2- 2	 1- 3	 2- 1	     5383.34	Ej Spelad	0.10	0.10
 2- 2	 1- 3	 2- 2	     8523.79	Ej Spelad	0.10	0.10
 2- 2	 1- 3	 3- 0	    13378.71	Ej Spelad	0.10	0.10
 2- 2	 1- 3	 3- 1	    10581.91	Ej Spelad	0.10	0.10
 2- 2	 1- 4	 1- 0	    14867.63	Ej Spelad	0.10	0.10
 2- 2	 1- 4	 1- 1	    11402.98	Ej Spelad	0.10	0.10
 2- 2	 2- 0	 0- 0	     3526.82	 2.490	0.07	0.10
 2- 2	 2- 0	 0- 1	     4110.65	 2.136	0.05	0.10
 2- 2	 2- 0	 2- 3	    16610.70	Ej Spelad	0.10	0.10
 2- 2	 2- 1	 0- 0	     2362.37	 1.858	0.08	0.10
 2- 2	 2- 1	 0- 1	     2753.44	 1.595	0.06	0.10
 2- 2	 2- 1	 0- 3	    12845.46	Ej Spelad	0.10	0.10
 2- 2	 2- 1	 1- 0	     2012.54	 1.454	0.07	0.10
 2- 2	 2- 1	 1- 1	     1543.55	 1.896	0.13	0.10
 2- 2	 2- 1	 1- 3	     6944.30	Ej Spelad	0.10	0.10
 2- 2	 2- 1	 2- 0	     2777.97	 1.580	0.06	0.10
 2- 2	 2- 1	 2- 1	     2376.71	 1.847	0.08	0.10
 2- 2	 2- 1	 2- 3	    11126.37	Ej Spelad	0.10	0.10
 2- 2	 2- 1	 4- 0	    15048.52	Ej Spelad	0.10	0.10
 2- 2	 2- 1	 4- 1	    12797.67	Ej Spelad	0.10	0.10
 2- 2	 2- 2	 0- 0	     3128.57	Ej Spelad	0.10	0.10
 2- 2	 2- 2	 0- 1	     3646.48	Ej Spelad	0.10	0.10
 2- 2	 2- 2	 0- 2	     6079.33	Ej Spelad	0.10	0.10
 2- 2	 2- 2	 1- 0	     2665.27	Ej Spelad	0.10	0.10
 2- 2	 2- 2	 1- 1	     2044.18	Ej Spelad	0.10	0.10
 2- 2	 2- 2	 1- 2	     4057.04	Ej Spelad	0.10	0.10
 2- 2	 2- 2	 1- 3	     9196.58	Ej Spelad	0.10	0.10
 2- 2	 2- 2	 2- 0	     3678.97	Ej Spelad	0.10	0.10
 2- 2	 2- 2	 2- 1	     3147.56	Ej Spelad	0.10	0.10
 2- 2	 2- 2	 2- 2	     4983.73	Ej Spelad	0.10	0.10
 2- 2	 2- 2	 2- 3	    14735.03	Ej Spelad	0.10	0.10
 2- 2	 2- 2	 3- 0	     7822.34	Ej Spelad	0.10	0.10
 2- 2	 2- 2	 3- 1	     6187.09	Ej Spelad	0.10	0.10
 2- 2	 2- 2	 3- 2	    10519.69	Ej Spelad	0.10	0.10
 2- 2	 2- 3	 0- 0	     7613.30	Ej Spelad	0.10	0.10
 2- 2	 2- 3	 0- 1	     8873.63	Ej Spelad	0.10	0.10
 2- 2	 2- 3	 0- 2	    14793.92	Ej Spelad	0.10	0.10
 2- 2	 2- 3	 1- 0	     6485.88	Ej Spelad	0.10	0.10
 2- 2	 2- 3	 1- 1	     4974.46	Ej Spelad	0.10	0.10
 2- 2	 2- 3	 1- 2	     9872.71	Ej Spelad	0.10	0.10
 2- 2	 2- 3	 2- 0	     8952.68	Ej Spelad	0.10	0.10
 2- 2	 2- 3	 2- 1	     7659.51	Ej Spelad	0.10	0.10
 2- 2	 2- 3	 2- 2	    12127.80	Ej Spelad	0.10	0.10
 2- 2	 2- 3	 3- 1	    15056.14	Ej Spelad	0.10	0.10
 2- 2	 3- 2	 0- 0	     7415.66	Ej Spelad	0.10	0.10
 2- 2	 3- 2	 0- 1	     8643.26	Ej Spelad	0.10	0.10
 2- 2	 3- 2	 1- 0	     6317.50	Ej Spelad	0.10	0.10
 2- 2	 3- 2	 1- 2	     9616.40	Ej Spelad	0.10	0.10
 2- 2	 3- 2	 2- 0	     8720.26	Ej Spelad	0.10	0.10
 2- 2	 3- 2	 2- 1	     7460.67	Ej Spelad	0.10	0.10
 2- 2	 3- 2	 2- 2	    11812.96	Ej Spelad	0.10	0.10
 2- 2	 3- 2	 3- 1	    14665.27	Ej Spelad	0.10	0.10
 2- 2	 3- 3	 0- 0	    15839.93	Ej Spelad	0.10	0.10
 2- 2	 3- 3	 1- 0	    13494.25	Ej Spelad	0.10	0.10
 2- 2	 3- 3	 1- 1	    10349.65	Ej Spelad	0.10	0.10
 2- 2	 3- 3	 2- 1	    15936.07	Ej Spelad	0.10	0.10
 2- 2	 4- 2	 1- 1	    16080.05	Ej Spelad	0.10	0.10
 2- 3	 0- 0	 0- 0	     6473.29	Ej Spelad	0.10	0.10
 2- 3	 0- 0	 0- 1	     7544.89	Ej Spelad	0.10	0.10
 2- 3	 0- 0	 0- 2	    12578.67	Ej Spelad	0.10	0.10
 2- 3	 0- 0	 1- 0	     5514.68	Ej Spelad	0.10	0.10
 2- 3	 0- 0	 1- 1	     4229.58	Ej Spelad	0.10	0.10
 2- 3	 0- 0	 1- 2	     8394.37	Ej Spelad	0.10	0.10
 2- 3	 0- 0	 2- 0	     7612.10	Ej Spelad	0.10	0.10
 2- 3	 0- 0	 2- 1	     6512.58	Ej Spelad	0.10	0.10
 2- 3	 0- 0	 2- 2	    10311.79	Ej Spelad	0.10	0.10
 2- 3	 0- 0	 3- 0	    16185.11	Ej Spelad	0.10	0.10
 2- 3	 0- 0	 3- 1	    12801.64	Ej Spelad	0.10	0.10
 2- 3	 0- 1	 0- 0	     5945.23	Ej Spelad	0.10	0.10
 2- 3	 0- 1	 0- 1	     6929.41	Ej Spelad	0.10	0.10
 2- 3	 0- 1	 0- 2	    11552.56	Ej Spelad	0.10	0.10
 2- 3	 0- 1	 1- 0	     5064.82	Ej Spelad	0.10	0.10
 2- 3	 0- 1	 1- 1	     3884.55	Ej Spelad	0.10	0.10
 2- 3	 0- 1	 1- 2	     7709.59	Ej Spelad	0.10	0.10
 2- 3	 0- 1	 2- 0	     6991.14	Ej Spelad	0.10	0.10
 2- 3	 0- 1	 2- 1	     5981.31	Ej Spelad	0.10	0.10
 2- 3	 0- 1	 2- 2	     9470.60	Ej Spelad	0.10	0.10
 2- 3	 0- 1	 3- 0	    14864.80	Ej Spelad	0.10	0.10
 2- 3	 0- 1	 3- 1	    11757.34	Ej Spelad	0.10	0.10
 2- 3	 0- 2	 0- 0	    10167.07	Ej Spelad	0.10	0.10
 2- 3	 0- 2	 0- 1	    11850.15	Ej Spelad	0.10	0.10
 2- 3	 0- 2	 1- 0	     8661.47	Ej Spelad	0.10	0.10
 2- 3	 0- 2	 1- 1	     6643.06	Ej Spelad	0.10	0.10
 2- 3	 0- 2	 1- 2	    13184.35	Ej Spelad	0.10	0.10
 2- 3	 0- 2	 2- 0	    11955.71	Ej Spelad	0.10	0.10
 2- 3	 0- 2	 2- 1	    10228.78	Ej Spelad	0.10	0.10
 2- 3	 0- 2	 2- 2	    16195.88	Ej Spelad	0.10	0.10
 2- 3	 0- 3	 1- 0	    16658.63	Ej Spelad	0.10	0.10
 2- 3	 0- 3	 1- 1	    12776.62	Ej Spelad	0.10	0.10
 2- 3	 1- 0	 0- 0	     6104.01	Ej Spelad	0.10	0.10
 2- 3	 1- 0	 0- 1	     7114.49	Ej Spelad	0.10	0.10
 2- 3	 1- 0	 0- 2	    11861.11	Ej Spelad	0.10	0.10
 2- 3	 1- 0	 1- 0	     5200.09	Ej Spelad	0.10	0.10
 2- 3	 1- 0	 1- 1	     3988.30	Ej Spelad	0.10	0.10
 2- 3	 1- 0	 1- 2	     7915.50	Ej Spelad	0.10	0.10
 2- 3	 1- 0	 2- 0	     7177.87	Ej Spelad	0.10	0.10
 2- 3	 1- 0	 2- 1	     6141.06	Ej Spelad	0.10	0.10
 2- 3	 1- 0	 2- 2	     9723.54	Ej Spelad	0.10	0.10
 2- 3	 1- 0	 3- 0	    15261.82	Ej Spelad	0.10	0.10
 2- 3	 1- 0	 3- 1	    12071.36	Ej Spelad	0.10	0.10
 2- 3	 1- 1	 0- 0	     4168.61	Ej Spelad	0.10	0.10
 2- 3	 1- 1	 0- 1	     4858.69	Ej Spelad	0.10	0.10
 2- 3	 1- 1	 0- 2	     8100.31	Ej Spelad	0.10	0.10
 2- 3	 1- 1	 1- 0	     3551.30	Ej Spelad	0.10	0.10
 2- 3	 1- 1	 1- 1	     2723.73	Ej Spelad	0.10	0.10
 2- 3	 1- 1	 1- 2	     5405.73	Ej Spelad	0.10	0.10
 2- 3	 1- 1	 1- 3	    12253.83	Ej Spelad	0.10	0.10
 2- 3	 1- 1	 2- 0	     4901.98	Ej Spelad	0.10	0.10
 2- 3	 1- 1	 2- 1	     4193.92	Ej Spelad	0.10	0.10
 2- 3	 1- 1	 2- 2	     6640.50	Ej Spelad	0.10	0.10
 2- 3	 1- 1	 3- 0	    10422.75	Ej Spelad	0.10	0.10
 2- 3	 1- 1	 3- 1	     8243.89	Ej Spelad	0.10	0.10
 2- 3	 1- 1	 3- 2	    14016.80	Ej Spelad	0.10	0.10
 2- 3	 1- 2	 0- 0	     7089.76	Ej Spelad	0.10	0.10
 2- 3	 1- 2	 0- 1	     8263.42	Ej Spelad	0.10	0.10
 2- 3	 1- 2	 0- 2	    13776.59	Ej Spelad	0.10	0.10
 2- 3	 1- 2	 1- 0	     6039.87	Ej Spelad	0.10	0.10
 2- 3	 1- 2	 1- 1	     4632.38	Ej Spelad	0.10	0.10
 2- 3	 1- 2	 1- 2	     9193.79	Ej Spelad	0.10	0.10
 2- 3	 1- 2	 2- 0	     8337.03	Ej Spelad	0.10	0.10
 2- 3	 1- 2	 2- 1	     7132.80	Ej Spelad	0.10	0.10
 2- 3	 1- 2	 2- 2	    11293.82	Ej Spelad	0.10	0.10
 2- 3	 1- 2	 3- 1	    14020.78	Ej Spelad	0.10	0.10
 2- 3	 1- 3	 0- 0	    15634.26	Ej Spelad	0.10	0.10
 2- 3	 1- 3	 1- 0	    13319.05	Ej Spelad	0.10	0.10
 2- 3	 1- 3	 1- 1	    10215.27	Ej Spelad	0.10	0.10
 2- 3	 1- 3	 2- 1	    15729.16	Ej Spelad	0.10	0.10
 2- 3	 2- 0	 0- 0	    10304.73	Ej Spelad	0.10	0.10
 2- 3	 2- 0	 0- 1	    12010.60	Ej Spelad	0.10	0.10
 2- 3	 2- 0	 1- 0	     8778.74	Ej Spelad	0.10	0.10
 2- 3	 2- 0	 1- 1	     6733.01	Ej Spelad	0.10	0.10
 2- 3	 2- 0	 1- 2	    13362.87	Ej Spelad	0.10	0.10
 2- 3	 2- 0	 2- 0	    12117.60	Ej Spelad	0.10	0.10
 2- 3	 2- 0	 2- 1	    10367.28	Ej Spelad	0.10	0.10
 2- 3	 2- 0	 2- 2	    16415.18	Ej Spelad	0.10	0.10
 2- 3	 2- 1	 0- 0	     6902.43	Ej Spelad	0.10	0.10
 2- 3	 2- 1	 0- 1	     8045.07	Ej Spelad	0.10	0.10
 2- 3	 2- 1	 0- 2	    13412.57	Ej Spelad	0.10	0.10
 2- 3	 2- 1	 1- 0	     5880.28	Ej Spelad	0.10	0.10
 2- 3	 2- 1	 1- 1	     4509.98	Ej Spelad	0.10	0.10
 2- 3	 2- 1	 1- 2	     8950.87	Ej Spelad	0.10	0.10
 2- 3	 2- 1	 2- 0	     8116.74	Ej Spelad	0.10	0.10
 2- 3	 2- 1	 2- 1	     6944.33	Ej Spelad	0.10	0.10
 2- 3	 2- 1	 2- 2	    10995.40	Ej Spelad	0.10	0.10
 2- 3	 2- 1	 3- 1	    13650.31	Ej Spelad	0.10	0.10
 2- 3	 2- 2	 0- 0	     9141.13	Ej Spelad	0.10	0.10
 2- 3	 2- 2	 0- 1	    10654.37	Ej Spelad	0.10	0.10
 2- 3	 2- 2	 1- 0	     7787.45	Ej Spelad	0.10	0.10
 2- 3	 2- 2	 1- 1	     5972.72	Ej Spelad	0.10	0.10
 2- 3	 2- 2	 1- 2	    11853.94	Ej Spelad	0.10	0.10
 2- 3	 2- 2	 2- 0	    10749.29	Ej Spelad	0.10	0.10
 2- 3	 2- 2	 2- 1	     9196.61	Ej Spelad	0.10	0.10
 2- 3	 2- 2	 2- 2	    14561.59	Ej Spelad	0.10	0.10
 2- 3	 2- 3	 1- 1	    14534.48	Ej Spelad	0.10	0.10
 2- 3	 3- 0	 1- 1	    13319.19	Ej Spelad	0.10	0.10
 2- 3	 3- 1	 1- 0	    14592.94	Ej Spelad	0.10	0.10
 2- 3	 3- 1	 1- 1	    11192.30	Ej Spelad	0.10	0.10
 2- 3	 3- 2	 1- 1	    14157.15	Ej Spelad	0.10	0.10
 2- 4	 0- 0	 0- 0	    15419.52	Ej Spelad	0.10	0.10
 2- 4	 0- 0	 1- 0	    13136.10	Ej Spelad	0.10	0.10
 2- 4	 0- 0	 1- 1	    10074.96	Ej Spelad	0.10	0.10
 2- 4	 0- 0	 2- 1	    15513.11	Ej Spelad	0.10	0.10
 2- 4	 0- 1	 0- 0	    14161.66	Ej Spelad	0.10	0.10
 2- 4	 0- 1	 0- 1	    16506.02	Ej Spelad	0.10	0.10
 2- 4	 0- 1	 1- 0	    12064.52	Ej Spelad	0.10	0.10
 2- 4	 0- 1	 1- 1	     9253.09	Ej Spelad	0.10	0.10
 2- 4	 0- 1	 2- 0	    16653.06	Ej Spelad	0.10	0.10
 2- 4	 0- 1	 2- 1	    14247.62	Ej Spelad	0.10	0.10
 2- 4	 0- 2	 1- 1	    15823.91	Ej Spelad	0.10	0.10
 2- 4	 1- 0	 0- 0	    14539.90	Ej Spelad	0.10	0.10
 2- 4	 1- 0	 1- 0	    12386.74	Ej Spelad	0.10	0.10
 2- 4	 1- 0	 1- 1	     9500.22	Ej Spelad	0.10	0.10
 2- 4	 1- 0	 2- 1	    14628.15	Ej Spelad	0.10	0.10
 2- 4	 1- 1	 0- 0	     9929.73	Ej Spelad	0.10	0.10
 2- 4	 1- 1	 0- 1	    11573.52	Ej Spelad	0.10	0.10
 2- 4	 1- 1	 1- 0	     8459.28	Ej Spelad	0.10	0.10
 2- 4	 1- 1	 1- 1	     6487.98	Ej Spelad	0.10	0.10
 2- 4	 1- 1	 1- 2	    12876.58	Ej Spelad	0.10	0.10
 2- 4	 1- 1	 2- 0	    11676.62	Ej Spelad	0.10	0.10
 2- 4	 1- 1	 2- 1	     9990.00	Ej Spelad	0.10	0.10
 2- 4	 1- 1	 2- 2	    15817.81	Ej Spelad	0.10	0.10
 2- 4	 1- 2	 1- 0	    14387.10	Ej Spelad	0.10	0.10
 2- 4	 1- 2	 1- 1	    11034.43	Ej Spelad	0.10	0.10
 2- 4	 2- 0	 1- 1	    16038.17	Ej Spelad	0.10	0.10
 2- 4	 2- 1	 0- 0	    16441.74	Ej Spelad	0.10	0.10
 2- 4	 2- 1	 1- 0	    14006.95	Ej Spelad	0.10	0.10
 2- 4	 2- 1	 1- 1	    10742.87	Ej Spelad	0.10	0.10
 2- 4	 2- 1	 2- 1	    16541.54	Ej Spelad	0.10	0.10
 2- 4	 2- 2	 1- 1	    14227.15	Ej Spelad	0.10	0.10
 3- 0	 0- 0	 1- 3	    13455.84	Ej Spelad	0.10	0.10
 3- 0	 0- 1	 0- 0	     4204.11	Ej Spelad	0.10	0.10
 3- 0	 0- 1	 0- 1	     4900.07	Ej Spelad	0.10	0.10
 3- 0	 0- 1	 0- 2	     8169.28	Ej Spelad	0.10	0.10
 3- 0	 0- 1	 1- 0	     3581.54	 2.452	0.06	0.10
 3- 0	 0- 1	 1- 1	     2746.92	 3.197	0.09	0.10
 3- 0	 0- 1	 1- 3	    12358.17	Ej Spelad	0.10	0.10
 3- 0	 0- 1	 2- 1	     4229.63	 2.076	0.05	0.10
 3- 0	 0- 1	 3- 0	    10511.50	Ej Spelad	0.10	0.10
 3- 0	 0- 1	 3- 1	     8314.09	Ej Spelad	0.10	0.10
 3- 0	 0- 1	 3- 2	    14136.16	Ej Spelad	0.10	0.10
 3- 0	 0- 2	 0- 0	     7189.54	Ej Spelad	0.10	0.10
 3- 0	 0- 2	 0- 1	     8379.72	Ej Spelad	0.10	0.10
 3- 0	 0- 2	 0- 2	    13970.48	Ej Spelad	0.10	0.10
 3- 0	 0- 2	 1- 0	     6124.87	Ej Spelad	0.10	0.10
 3- 0	 0- 2	 1- 1	     4697.57	Ej Spelad	0.10	0.10
 3- 0	 0- 2	 1- 2	     9323.19	Ej Spelad	0.10	0.10
 3- 0	 0- 2	 2- 0	     8454.37	Ej Spelad	0.10	0.10
 3- 0	 0- 2	 2- 1	     7233.18	Ej Spelad	0.10	0.10
 3- 0	 0- 2	 2- 2	    11452.76	Ej Spelad	0.10	0.10
 3- 0	 0- 2	 3- 1	    14218.11	Ej Spelad	0.10	0.10
 3- 0	 0- 3	 0- 1	    16116.74	Ej Spelad	0.10	0.10
 3- 0	 0- 3	 1- 0	    11779.99	Ej Spelad	0.10	0.10
 3- 0	 0- 3	 1- 1	     9034.86	Ej Spelad	0.10	0.10
 3- 0	 0- 3	 2- 0	    16260.32	Ej Spelad	0.10	0.10
 3- 0	 0- 3	 2- 1	    13911.61	Ej Spelad	0.10	0.10
 3- 0	 1- 1	 0- 0	     2947.79	 1.489	0.05	0.10
 3- 0	 1- 1	 0- 3	    16028.72	Ej Spelad	0.10	0.10
 3- 0	 1- 1	 1- 1	     1926.06	 2.279	0.12	0.10
 3- 0	 1- 1	 1- 3	     8665.18	Ej Spelad	0.10	0.10
 3- 0	 1- 1	 2- 3	    13883.61	Ej Spelad	0.10	0.10
 3- 0	 1- 1	 4- 1	    15969.08	Ej Spelad	0.10	0.10
 3- 0	 1- 2	 0- 2	     9741.98	Ej Spelad	0.10	0.10
 3- 0	 1- 2	 1- 0	     4271.03	Ej Spelad	0.10	0.10
 3- 0	 1- 2	 1- 1	     3275.74	Ej Spelad	0.10	0.10
 3- 0	 1- 2	 1- 2	     6501.30	Ej Spelad	0.10	0.10
 3- 0	 1- 2	 1- 3	    14737.29	Ej Spelad	0.10	0.10
 3- 0	 1- 2	 2- 0	     5895.45	Ej Spelad	0.10	0.10
 3- 0	 1- 2	 2- 1	     5043.89	Ej Spelad	0.10	0.10
 3- 0	 1- 2	 2- 2	     7986.31	Ej Spelad	0.10	0.10
 3- 0	 1- 2	 3- 0	    12535.10	Ej Spelad	0.10	0.10
 3- 0	 1- 2	 3- 1	     9914.66	Ej Spelad	0.10	0.10
 3- 0	 1- 3	 0- 0	    11055.62	Ej Spelad	0.10	0.10
 3- 0	 1- 3	 0- 1	    12885.79	Ej Spelad	0.10	0.10
 3- 0	 1- 3	 1- 0	     9418.43	Ej Spelad	0.10	0.10
 3- 0	 1- 3	 1- 1	     7223.63	Ej Spelad	0.10	0.10
 3- 0	 1- 3	 1- 2	    14336.59	Ej Spelad	0.10	0.10
 3- 0	 1- 3	 2- 0	    13000.58	Ej Spelad	0.10	0.10
 3- 0	 1- 3	 2- 1	    11122.72	Ej Spelad	0.10	0.10
 3- 0	 2- 1	 1- 3	    14347.88	Ej Spelad	0.10	0.10
 3- 0	 2- 2	 0- 0	     6464.06	Ej Spelad	0.10	0.10
 3- 0	 2- 2	 0- 1	     7534.13	Ej Spelad	0.10	0.10
 3- 0	 2- 2	 0- 2	    12560.74	Ej Spelad	0.10	0.10
 3- 0	 2- 2	 1- 0	     5506.82	Ej Spelad	0.10	0.10
 3- 0	 2- 2	 1- 1	     4223.55	Ej Spelad	0.10	0.10
 3- 0	 2- 2	 1- 2	     8382.40	Ej Spelad	0.10	0.10
 3- 0	 2- 2	 2- 0	     7601.25	Ej Spelad	0.10	0.10
 3- 0	 2- 2	 2- 1	     6503.29	Ej Spelad	0.10	0.10
 3- 0	 2- 2	 2- 2	    10297.09	Ej Spelad	0.10	0.10
 3- 0	 2- 2	 3- 0	    16162.03	Ej Spelad	0.10	0.10
 3- 0	 2- 2	 3- 1	    12783.39	Ej Spelad	0.10	0.10
 3- 0	 2- 3	 0- 0	    15730.14	Ej Spelad	0.10	0.10
 3- 0	 2- 3	 1- 0	    13400.73	Ej Spelad	0.10	0.10
 3- 0	 2- 3	 1- 1	    10277.91	Ej Spelad	0.10	0.10
 3- 0	 2- 3	 2- 1	    15825.62	Ej Spelad	0.10	0.10
 3- 0	 3- 2	 1- 0	    13052.83	Ej Spelad	0.10	0.10
 3- 0	 3- 2	 1- 1	    10011.09	Ej Spelad	0.10	0.10
 3- 1	 0- 0	 0- 0	     3465.67	 2.534	0.07	0.10
 3- 1	 0- 0	 0- 1	     4039.38	 2.174	0.05	0.10
 3- 1	 0- 0	 1- 1	     2264.43	 1.939	0.09	0.10
 3- 1	 0- 0	 1- 3	    10187.50	Ej Spelad	0.10	0.10
 3- 1	 0- 0	 2- 3	    16322.72	Ej Spelad	0.10	0.10
 3- 1	 0- 1	 0- 0	     3182.96	Ej Spelad	0.10	0.10
 3- 1	 0- 1	 0- 1	     3709.87	Ej Spelad	0.10	0.10
 3- 1	 0- 1	 0- 2	     6185.01	Ej Spelad	0.10	0.10
 3- 1	 0- 1	 1- 0	     2711.60	 3.238	0.09	0.10
 3- 1	 0- 1	 1- 1	     2079.71	 4.222	0.12	0.10
 3- 1	 0- 1	 1- 2	     4127.56	 2.127	0.05	0.10
 3- 1	 0- 1	 1- 3	     9356.45	Ej Spelad	0.10	0.10
 3- 1	 0- 1	 2- 0	     3742.92	 2.346	0.06	0.10
 3- 1	 0- 1	 2- 1	     3202.28	 2.742	0.07	0.10
 3- 1	 0- 1	 2- 3	    14991.19	Ej Spelad	0.10	0.10
 3- 1	 0- 1	 3- 0	     7958.32	Ej Spelad	0.10	0.10
 3- 1	 0- 1	 3- 1	     6294.65	Ej Spelad	0.10	0.10
 3- 1	 0- 1	 3- 2	    10702.57	Ej Spelad	0.10	0.10
 3- 1	 0- 2	 0- 0	     5443.25	Ej Spelad	0.10	0.10
 3- 1	 0- 2	 0- 1	     6344.33	Ej Spelad	0.10	0.10
 3- 1	 0- 2	 0- 2	    10577.13	Ej Spelad	0.10	0.10
 3- 1	 0- 2	 1- 0	     4637.18	Ej Spelad	0.10	0.10
 3- 1	 0- 2	 1- 1	     3556.56	Ej Spelad	0.10	0.10
 3- 1	 0- 2	 1- 2	     7058.64	Ej Spelad	0.10	0.10
 3- 1	 0- 2	 1- 3	    16000.67	Ej Spelad	0.10	0.10
 3- 1	 0- 2	 2- 0	     6400.85	Ej Spelad	0.10	0.10
 3- 1	 0- 2	 2- 1	     5476.29	Ej Spelad	0.10	0.10
 3- 1	 0- 2	 3- 0	    13609.70	Ej Spelad	0.10	0.10
 3- 1	 0- 2	 3- 1	    10764.62	Ej Spelad	0.10	0.10
 3- 1	 0- 3	 0- 0	    10469.02	Ej Spelad	0.10	0.10
 3- 1	 0- 3	 0- 1	    12202.08	Ej Spelad	0.10	0.10
 3- 1	 0- 3	 1- 0	     8918.70	Ej Spelad	0.10	0.10
 3- 1	 0- 3	 1- 1	     6840.35	Ej Spelad	0.10	0.10
 3- 1	 0- 3	 1- 2	    13575.91	Ej Spelad	0.10	0.10
 3- 1	 0- 3	 2- 0	    12310.78	Ej Spelad	0.10	0.10
 3- 1	 0- 3	 2- 1	    10532.56	Ej Spelad	0.10	0.10
 3- 1	 1- 0	 2- 3	    15391.58	Ej Spelad	0.10	0.10
 3- 1	 1- 1	 0- 0	     2231.79	 1.967	0.09	0.10
 3- 1	 1- 1	 0- 1	     2601.25	 1.688	0.07	0.10
 3- 1	 1- 1	 0- 3	    12135.44	Ej Spelad	0.10	0.10
 3- 1	 1- 1	 1- 0	     1901.30	 2.309	0.12	0.10
 3- 1	 1- 1	 1- 3	     6560.46	Ej Spelad	0.10	0.10
 3- 1	 1- 1	 2- 0	     2624.42	 1.673	0.07	0.10
 3- 1	 1- 1	 2- 3	    10511.37	Ej Spelad	0.10	0.10
 3- 1	 1- 1	 4- 0	    14216.72	Ej Spelad	0.10	0.10
 3- 1	 1- 1	 4- 1	    12090.29	Ej Spelad	0.10	0.10
 3- 1	 1- 2	 0- 0	     3795.72	Ej Spelad	0.10	0.10
 3- 1	 1- 2	 0- 1	     4424.07	Ej Spelad	0.10	0.10
 3- 1	 1- 2	 0- 2	     7375.71	Ej Spelad	0.10	0.10
 3- 1	 1- 2	 1- 0	     3233.63	Ej Spelad	0.10	0.10
 3- 1	 1- 2	 1- 1	     2480.08	 3.541	0.10	0.10
 3- 1	 1- 2	 1- 3	    11157.69	Ej Spelad	0.10	0.10
