   Komb             Odds    Kvot Spelat belopp Beräknat spelbelopp
 3- 2	 1- 0	 4- 0	   112328.59	Ej Spelad	1.00	 1
 3- 2	 1- 0	 4- 1	   208711.64	Ej Spelad	1.00	 1
 3- 2	 1- 1	 0- 0	     7550.04	Ej Spelad	1.00	 1
 3- 2	 1- 1	 0- 1	     2941.23	Ej Spelad	1.00	 1
 3- 2	 1- 1	 0- 2	    25733.83	Ej Spelad	1.00	 1
 3- 2	 1- 1	 0- 3	    63108.72	Ej Spelad	1.00	 1
 3- 2	 1- 1	 0- 4	   357245.00	Ej Spelad	1.00	 1
 3- 2	 1- 1	 1- 0	     6250.18	Ej Spelad	1.00	 1
 3- 2	 1- 1	 1- 1	    10317.62	Ej Spelad	1.00	 1
 3- 2	 1- 1	 1- 3	   104108.88	Ej Spelad	1.00	 1
 3- 2	 1- 1	 1- 4	   267780.47	Ej Spelad	1.00	 1
 3- 2	 1- 1	 2- 0	    10096.61	Ej Spelad	1.00	 1
 3- 2	 1- 1	 2- 1	    10705.77	Ej Spelad	1.00	 1
 3- 2	 1- 1	 2- 2	    42575.62	Ej Spelad	1.00	 1
 3- 2	 1- 1	 3- 0	    48637.84	Ej Spelad	1.00	 1
 3- 2	 1- 1	 3- 1	    24332.76	Ej Spelad	1.00	 1
 3- 2	 1- 1	 3- 2	    54810.83	Ej Spelad	1.00	 1
 3- 2	 1- 1	 4- 0	   208591.78	Ej Spelad	1.00	 1
 3- 2	 1- 1	 4- 1	   365124.19	Ej Spelad	1.00	 1
 3- 2	 1- 2	 0- 0	     5878.80	Ej Spelad	1.00	 1
 3- 2	 1- 2	 0- 1	    25730.28	Ej Spelad	1.00	 1
 3- 2	 1- 2	 0- 2	    42108.65	Ej Spelad	1.00	 1
 3- 2	 1- 2	 0- 3	   178546.23	Ej Spelad	1.00	 1
 3- 2	 1- 2	 1- 0	    20641.18	Ej Spelad	1.00	 1
 3- 2	 1- 2	 1- 2	    69415.45	Ej Spelad	1.00	 1
 3- 2	 1- 2	 1- 3	   133941.75	Ej Spelad	1.00	 1
 3- 2	 1- 2	 2- 0	    21430.05	Ej Spelad	1.00	 1
 3- 2	 1- 2	 2- 1	    42576.14	Ej Spelad	1.00	 1
 3- 2	 1- 2	 2- 4	   321526.19	Ej Spelad	1.00	 1
 3- 2	 1- 2	 3- 0	    48662.66	Ej Spelad	1.00	 1
 3- 2	 1- 2	 3- 1	    54724.28	Ej Spelad	1.00	 1
 3- 2	 1- 2	 3- 2	   292173.41	Ej Spelad	1.00	 1
 3- 2	 1- 3	 0- 0	    77154.30	Ej Spelad	1.00	 1
 3- 2	 1- 3	 0- 1	    63111.58	Ej Spelad	1.00	 1
 3- 2	 1- 3	 0- 2	   178488.36	Ej Spelad	1.00	 1
 3- 2	 1- 3	 1- 1	   104145.63	Ej Spelad	1.00	 1
 3- 2	 1- 3	 1- 2	   133880.59	Ej Spelad	1.00	 1
 3- 2	 1- 3	 2- 0	   127769.55	Ej Spelad	1.00	 1
 3- 2	 1- 3	 2- 3	   241272.64	Ej Spelad	1.00	 1
 3- 2	 1- 3	 3- 0	   164271.59	Ej Spelad	1.00	 1
 3- 2	 1- 4	 0- 0	   252337.02	Ej Spelad	1.00	 1
 3- 2	 1- 4	 0- 1	   357339.81	Ej Spelad	1.00	 1
 3- 2	 1- 4	 1- 1	   267808.38	Ej Spelad	1.00	 1
 3- 2	 1- 4	 2- 2	   321000.38	Ej Spelad	1.00	 1
 3- 2	 2- 0	 0- 0	    10582.25	Ej Spelad	1.00	 1
 3- 2	 2- 0	 0- 1	    12520.34	Ej Spelad	1.00	 1
 3- 2	 2- 0	 0- 2	    41314.63	Ej Spelad	1.00	 1
 3- 2	 2- 0	 1- 0	    15755.79	Ej Spelad	1.00	 1
 3- 2	 2- 0	 1- 1	    10091.32	Ej Spelad	1.00	 1
 3- 2	 2- 0	 1- 2	    21430.86	Ej Spelad	1.00	 1
 3- 2	 2- 0	 1- 3	   127642.16	Ej Spelad	1.00	 1
 3- 2	 2- 0	 2- 0	    25942.05	Ej Spelad	1.00	 1
 3- 2	 2- 0	 2- 1	    32450.87	Ej Spelad	1.00	 1
 3- 2	 2- 0	 2- 2	    32467.75	Ej Spelad	1.00	 1
 3- 2	 2- 0	 2- 3	   109440.56	Ej Spelad	1.00	 1
 3- 2	 2- 0	 3- 0	    56161.35	Ej Spelad	1.00	 1
 3- 2	 2- 0	 3- 1	   104287.19	Ej Spelad	1.00	 1
 3- 2	 2- 0	 3- 2	   365152.50	Ej Spelad	1.00	 1
 3- 2	 2- 1	 0- 0	    12507.39	Ej Spelad	1.00	 1
 3- 2	 2- 1	 0- 1	    20630.62	Ej Spelad	1.00	 1
 3- 2	 2- 1	 0- 3	   208382.05	Ej Spelad	1.00	 1
 3- 2	 2- 1	 1- 0	    10094.79	Ej Spelad	1.00	 1
 3- 2	 2- 1	 1- 1	    10709.29	Ej Spelad	1.00	 1
 3- 2	 2- 1	 1- 2	    42550.97	Ej Spelad	1.00	 1
 3- 2	 2- 1	 2- 0	    32423.24	Ej Spelad	1.00	 1
 3- 2	 2- 1	 2- 1	    16220.32	Ej Spelad	1.00	 1
 3- 2	 2- 1	 2- 2	    36489.79	Ej Spelad	1.00	 1
 3- 2	 2- 1	 2- 3	   291995.09	Ej Spelad	1.00	 1
 3- 2	 2- 1	 3- 0	   104281.27	Ej Spelad	1.00	 1
 3- 2	 2- 1	 3- 1	   182486.59	Ej Spelad	1.00	 1
 3- 2	 2- 1	 3- 2	   328566.47	Ej Spelad	1.00	 1
 3- 2	 2- 2	 0- 0	    41286.93	Ej Spelad	1.00	 1
 3- 2	 2- 2	 0- 2	   138810.11	Ej Spelad	1.00	 1
 3- 2	 2- 2	 0- 3	   267720.44	Ej Spelad	1.00	 1
 3- 2	 2- 2	 1- 0	    21407.91	Ej Spelad	1.00	 1
 3- 2	 2- 2	 1- 1	    42557.40	Ej Spelad	1.00	 1
 3- 2	 2- 2	 1- 4	   321621.50	Ej Spelad	1.00	 1
 3- 2	 2- 2	 2- 0	    32451.80	Ej Spelad	1.00	 1
 3- 2	 2- 2	 2- 1	    36477.06	Ej Spelad	1.00	 1
 3- 2	 2- 2	 2- 2	   194631.31	Ej Spelad	1.00	 1
 3- 2	 2- 2	 3- 0	   364843.03	Ej Spelad	1.00	 1
 3- 2	 2- 2	 3- 1	   328326.59	Ej Spelad	1.00	 1
 3- 2	 2- 2	 3- 2	   328515.88	Ej Spelad	1.00	 1
 3- 2	 2- 3	 0- 1	   208454.34	Ej Spelad	1.00	 1
 3- 2	 2- 3	 0- 2	   267818.31	Ej Spelad	1.00	 1
 3- 2	 2- 3	 1- 0	   127742.56	Ej Spelad	1.00	 1
 3- 2	 2- 3	 1- 3	   241000.06	Ej Spelad	1.00	 1
 3- 2	 2- 3	 2- 0	   109446.02	Ej Spelad	1.00	 1
 3- 2	 2- 3	 2- 1	   291844.88	Ej Spelad	1.00	 1
 3- 2	 2- 4	 1- 2	   321463.28	Ej Spelad	1.00	 1
 3- 2	 3- 0	 0- 0	    47314.48	Ej Spelad	1.00	 1
 3- 2	 3- 0	 0- 1	    30269.38	Ej Spelad	1.00	 1
 3- 2	 3- 0	 0- 2	    64298.89	Ej Spelad	1.00	 1
 3- 2	 3- 0	 0- 3	   383601.16	Ej Spelad	1.00	 1
 3- 2	 3- 0	 1- 0	    38905.52	Ej Spelad	1.00	 1
 3- 2	 3- 0	 1- 1	    48674.14	Ej Spelad	1.00	 1
 3- 2	 3- 0	 1- 2	    48668.26	Ej Spelad	1.00	 1
 3- 2	 3- 0	 1- 3	   164328.48	Ej Spelad	1.00	 1
 3- 2	 3- 0	 2- 0	    56113.09	Ej Spelad	1.00	 1
 3- 2	 3- 0	 2- 1	   104273.84	Ej Spelad	1.00	 1
 3- 2	 3- 0	 2- 2	   365143.66	Ej Spelad	1.00	 1
 3- 2	 3- 0	 3- 0	   364933.88	Ej Spelad	1.00	 1
 3- 2	 3- 0	 3- 1	   365173.59	Ej Spelad	1.00	 1
 3- 2	 3- 1	 0- 0	    30258.23	Ej Spelad	1.00	 1
 3- 2	 3- 1	 0- 1	    32152.09	Ej Spelad	1.00	 1
 3- 2	 3- 1	 0- 2	   127724.84	Ej Spelad	1.00	 1
 3- 2	 3- 1	 1- 0	    48658.92	Ej Spelad	1.00	 1
 3- 2	 3- 1	 1- 1	    24316.76	Ej Spelad	1.00	 1
 3- 2	 3- 1	 1- 2	    54747.95	Ej Spelad	1.00	 1
 3- 2	 3- 1	 2- 0	   104241.46	Ej Spelad	1.00	 1
 3- 2	 3- 1	 2- 1	   182529.38	Ej Spelad	1.00	 1
 3- 2	 3- 1	 2- 2	   328544.19	Ej Spelad	1.00	 1
 3- 2	 3- 1	 3- 0	   364849.13	Ej Spelad	1.00	 1
 3- 2	 3- 2	 0- 0	    64242.98	Ej Spelad	1.00	 1
 3- 2	 3- 2	 0- 1	   127627.94	Ej Spelad	1.00	 1
 3- 2	 3- 2	 1- 0	    48645.55	Ej Spelad	1.00	 1
 3- 2	 3- 2	 1- 1	    54753.73	Ej Spelad	1.00	 1
 3- 2	 3- 2	 1- 2	   291927.53	Ej Spelad	1.00	 1
 3- 2	 3- 2	 2- 0	   364800.13	Ej Spelad	1.00	 1
 3- 2	 3- 2	 2- 1	   328547.97	Ej Spelad	1.00	 1
 3- 2	 3- 2	 2- 2	   328425.41	Ej Spelad	1.00	 1
 3- 2	 3- 3	 0- 0	   383346.88	Ej Spelad	1.00	 1
 3- 2	 3- 3	 1- 0	   164271.59	Ej Spelad	1.00	 1
 3- 2	 4- 0	 0- 0	   155442.28	Ej Spelad	1.00	 1
 3- 2	 4- 0	 0- 1	   194455.80	Ej Spelad	1.00	 1
 3- 2	 4- 0	 0- 2	   194698.38	Ej Spelad	1.00	 1
 3- 2	 4- 0	 1- 0	   112310.13	Ej Spelad	1.00	 1
 3- 2	 4- 0	 1- 1	   208457.98	Ej Spelad	1.00	 1
 3- 2	 4- 1	 0- 0	   194383.28	Ej Spelad	1.00	 1
 3- 2	 4- 1	 0- 1	    97447.91	Ej Spelad	1.00	 1
 3- 2	 4- 1	 0- 2	   218659.16	Ej Spelad	1.00	 1
 3- 2	 4- 1	 1- 0	   208578.75	Ej Spelad	1.00	 1
 3- 2	 4- 1	 1- 1	   364992.50	Ej Spelad	1.00	 1
 3- 2	 4- 2	 0- 0	   194535.20	Ej Spelad	1.00	 1
 3- 2	 4- 2	 0- 1	   219156.05	Ej Spelad	1.00	 1
 3- 3	 0- 0	 0- 0	     7834.55	 9.412	8.41	 8
 3- 3	 0- 0	 0- 2	    38026.98	 1.939	1.60	 2
 3- 3	 0- 0	 1- 0	    22647.04	 3.256	3.27	 3
 3- 3	 0- 0	 1- 1	     8819.72	 8.361	7.70	 8
 3- 3	 0- 0	 2- 0	    37546.53	 1.964	1.63	 2
 3- 3	 0- 1	 0- 0	    28075.75	 2.626	2.52	 3
 3- 3	 0- 1	 0- 1	    19030.16	 3.875	3.94	 4
 3- 3	 0- 1	 0- 2	    42093.11	 1.752	1.32	 1
 3- 3	 0- 1	 1- 0	     8813.56	 8.367	7.70	 8
 3- 3	 1- 0	 0- 0	    22656.68	Ej Spelad	1.00	 1
 3- 3	 1- 0	 0- 1	     8812.23	Ej Spelad	1.00	 1
 3- 3	 1- 0	 0- 2	    77125.09	Ej Spelad	1.00	 1
 3- 3	 1- 0	 0- 3	   189571.92	Ej Spelad	1.00	 1
 3- 3	 1- 0	 1- 0	    18752.62	Ej Spelad	1.00	 1
 3- 3	 1- 0	 1- 1	    30958.84	Ej Spelad	1.00	 1
 3- 3	 1- 0	 1- 3	   312598.63	Ej Spelad	1.00	 1
 3- 3	 1- 0	 2- 0	    30295.26	Ej Spelad	1.00	 1
 3- 3	 1- 0	 2- 1	    32108.06	Ej Spelad	1.00	 1
 3- 3	 1- 0	 2- 2	   127745.10	Ej Spelad	1.00	 1
 3- 3	 1- 0	 3- 0	   145742.58	Ej Spelad	1.00	 1
 3- 3	 1- 0	 3- 1	    72966.96	Ej Spelad	1.00	 1
 3- 3	 1- 0	 3- 2	   164323.06	Ej Spelad	1.00	 1
 3- 3	 1- 1	 0- 0	     8807.74	Ej Spelad	1.00	 1
 3- 3	 1- 1	 0- 1	    38571.05	Ej Spelad	1.00	 1
 3- 3	 1- 1	 0- 2	    63112.95	Ej Spelad	1.00	 1
 3- 3	 1- 1	 0- 3	   268207.75	Ej Spelad	1.00	 1
 3- 3	 1- 1	 1- 0	    30955.07	Ej Spelad	1.00	 1
 3- 3	 1- 1	 1- 2	   104189.59	Ej Spelad	1.00	 1
 3- 3	 1- 1	 1- 3	   200971.20	Ej Spelad	1.00	 1
 3- 3	 1- 1	 2- 0	    32106.84	Ej Spelad	1.00	 1
 3- 3	 1- 1	 2- 1	    63896.69	Ej Spelad	1.00	 1
 3- 3	 1- 1	 3- 0	    72960.91	Ej Spelad	1.00	 1
 3- 3	 1- 1	 3- 1	    82033.73	Ej Spelad	1.00	 1
 3- 3	 1- 2	 0- 0	    77051.20	Ej Spelad	1.00	 1
 3- 3	 1- 2	 0- 1	    63156.92	Ej Spelad	1.00	 1
 3- 3	 1- 2	 0- 2	   178631.77	Ej Spelad	1.00	 1
 3- 3	 1- 2	 1- 1	   104177.77	Ej Spelad	1.00	 1
 3- 3	 1- 2	 1- 2	   133913.27	Ej Spelad	1.00	 1
 3- 3	 1- 2	 2- 0	   127670.49	Ej Spelad	1.00	 1
 3- 3	 1- 2	 2- 3	   241149.53	Ej Spelad	1.00	 1
 3- 3	 1- 2	 3- 0	   164109.88	Ej Spelad	1.00	 1
 3- 3	 1- 3	 0- 0	   189480.08	Ej Spelad	1.00	 1
 3- 3	 1- 3	 0- 1	   267522.34	Ej Spelad	1.00	 1
 3- 3	 1- 3	 1- 0	   312380.66	Ej Spelad	1.00	 1
 3- 3	 1- 3	 1- 1	   201037.69	Ej Spelad	1.00	 1
 3- 3	 1- 3	 2- 2	   241052.88	Ej Spelad	1.00	 1
 3- 3	 2- 0	 0- 0	    37539.19	Ej Spelad	1.00	 1
 3- 3	 2- 0	 0- 1	    61964.25	Ej Spelad	1.00	 1
 3- 3	 2- 0	 1- 0	    30233.35	Ej Spelad	1.00	 1
 3- 3	 2- 0	 1- 1	    32162.94	Ej Spelad	1.00	 1
 3- 3	 2- 0	 1- 2	   127837.89	Ej Spelad	1.00	 1
 3- 3	 2- 0	 2- 0	    97417.35	Ej Spelad	1.00	 1
 3- 3	 2- 0	 2- 1	    48603.09	Ej Spelad	1.00	 1
 3- 3	 2- 0	 2- 2	   109462.83	Ej Spelad	1.00	 1
 3- 3	 2- 0	 3- 0	   312685.16	Ej Spelad	1.00	 1
 3- 3	 2- 1	 0- 0	    61967.27	Ej Spelad	1.00	 1
 3- 3	 2- 1	 0- 2	   208274.81	Ej Spelad	1.00	 1
 3- 3	 2- 1	 1- 0	    32108.05	Ej Spelad	1.00	 1
 3- 3	 2- 1	 1- 1	    63826.50	Ej Spelad	1.00	 1
 3- 3	 2- 1	 2- 0	    48680.45	Ej Spelad	1.00	 1
 3- 3	 2- 1	 2- 1	    54773.64	Ej Spelad	1.00	 1
 3- 3	 2- 1	 2- 2	   291813.63	Ej Spelad	1.00	 1
 3- 3	 2- 2	 0- 1	   208156.11	Ej Spelad	1.00	 1
 3- 3	 2- 2	 0- 2	   267987.25	Ej Spelad	1.00	 1
 3- 3	 2- 2	 1- 0	   127754.90	Ej Spelad	1.00	 1
 3- 3	 2- 2	 1- 3	   240853.73	Ej Spelad	1.00	 1
 3- 3	 2- 2	 2- 0	   109589.68	Ej Spelad	1.00	 1
 3- 3	 2- 2	 2- 1	   291962.25	Ej Spelad	1.00	 1
 3- 3	 2- 3	 1- 2	   241058.83	Ej Spelad	1.00	 1
 3- 3	 3- 0	 0- 0	    90748.52	Ej Spelad	1.00	 1
 3- 3	 3- 0	 0- 1	    96229.95	Ej Spelad	1.00	 1
 3- 3	 3- 0	 0- 2	   383772.31	Ej Spelad	1.00	 1
 3- 3	 3- 0	 1- 0	   145902.88	Ej Spelad	1.00	 1
 3- 3	 3- 0	 1- 1	    73014.15	Ej Spelad	1.00	 1
 3- 3	 3- 0	 1- 2	   164029.61	Ej Spelad	1.00	 1
 3- 3	 3- 0	 2- 0	   313046.28	Ej Spelad	1.00	 1
 3- 3	 3- 1	 0- 0	    96317.45	Ej Spelad	1.00	 1
 3- 3	 3- 1	 0- 1	   191496.81	Ej Spelad	1.00	 1
 3- 3	 3- 1	 1- 0	    72977.60	Ej Spelad	1.00	 1
 3- 3	 3- 1	 1- 1	    82099.93	Ej Spelad	1.00	 1
 3- 3	 3- 2	 0- 0	   382842.47	Ej Spelad	1.00	 1
 3- 3	 3- 2	 1- 0	   164242.16	Ej Spelad	1.00	 1
 3- 3	 4- 0	 0- 1	   291944.84	Ej Spelad	1.00	 1
 3- 3	 4- 1	 0- 0	   291564.47	Ej Spelad	1.00	 1
 3- 3	 4- 1	 0- 1	   327696.81	Ej Spelad	1.00	 1
 3- 4	 0- 0	 1- 0	    35195.59	 2.095	1.82	 2
 3- 4	 1- 0	 0- 0	    35267.64	Ej Spelad	1.00	 1
 3- 4	 1- 0	 0- 1	   154047.52	Ej Spelad	1.00	 1
 3- 4	 1- 0	 0- 2	   252226.39	Ej Spelad	1.00	 1
 3- 4	 1- 0	 1- 0	   123604.81	Ej Spelad	1.00	 1
 3- 4	 1- 0	 2- 0	   128529.82	Ej Spelad	1.00	 1
 3- 4	 1- 0	 2- 1	   255347.45	Ej Spelad	1.00	 1
 3- 4	 1- 0	 3- 0	   292059.38	Ej Spelad	1.00	 1
 3- 4	 1- 0	 3- 1	   328865.88	Ej Spelad	1.00	 1
 3- 4	 1- 1	 0- 0	   154502.53	Ej Spelad	1.00	 1
 3- 4	 1- 1	 0- 1	   126093.36	Ej Spelad	1.00	 1
 3- 4	 1- 1	 0- 2	   356822.59	Ej Spelad	1.00	 1
 3- 4	 1- 1	 1- 1	   208420.47	Ej Spelad	1.00	 1
 3- 4	 1- 1	 1- 2	   267835.88	Ej Spelad	1.00	 1
 3- 4	 1- 1	 2- 0	   255452.09	Ej Spelad	1.00	 1
 3- 4	 1- 1	 3- 0	   328364.38	Ej Spelad	1.00	 1
 3- 4	 1- 2	 0- 0	   252402.03	Ej Spelad	1.00	 1
 3- 4	 1- 2	 0- 1	   357092.72	Ej Spelad	1.00	 1
 3- 4	 1- 2	 1- 1	   267942.25	Ej Spelad	1.00	 1
 3- 4	 1- 2	 2- 2	   321434.00	Ej Spelad	1.00	 1
 3- 4	 2- 0	 0- 0	   247873.52	Ej Spelad	1.00	 1
 3- 4	 2- 0	 1- 0	   128354.62	Ej Spelad	1.00	 1
 3- 4	 2- 0	 1- 1	   255074.20	Ej Spelad	1.00	 1
 3- 4	 2- 0	 2- 0	   194461.91	Ej Spelad	1.00	 1
 3- 4	 2- 0	 2- 1	   218802.14	Ej Spelad	1.00	 1
 3- 4	 2- 1	 1- 0	   255396.91	Ej Spelad	1.00	 1
 3- 4	 2- 1	 2- 0	   218700.92	Ej Spelad	1.00	 1
 3- 4	 2- 2	 1- 2	   321356.28	Ej Spelad	1.00	 1
 3- 4	 3- 0	 0- 0	   386142.38	Ej Spelad	1.00	 1
 3- 4	 3- 0	 1- 0	   291088.88	Ej Spelad	1.00	 1
 3- 4	 3- 0	 1- 1	   328258.50	Ej Spelad	1.00	 1
 3- 4	 3- 1	 1- 0	   328147.97	Ej Spelad	1.00	 1
 4- 0	 0- 0	 0- 0	     7281.49	10.127	8.88	 9
 4- 0	 0- 0	 0- 1	     8330.89	 8.851	8.04	 8
 4- 0	 0- 0	 0- 2	    22351.63	 3.299	3.32	 3
 4- 0	 0- 0	 1- 0	    10510.29	 7.016	6.71	 7
 4- 0	 0- 0	 1- 1	    11214.88	 6.575	6.36	 6
 4- 0	 0- 0	 1- 2	    21186.74	 3.480	3.52	 4
 4- 0	 0- 0	 2- 0	    33654.71	 2.191	1.95	 2
 4- 0	 0- 0	 2- 1	    30581.93	 2.411	2.25	 2
 4- 0	 0- 1	 0- 0	     8322.31	 8.861	8.04	 8
 4- 0	 0- 1	 0- 1	    11157.46	 3.305	6.65	 7
 4- 0	 0- 1	 0- 3	    35181.59	 2.096	1.82	 2
 4- 0	 0- 1	 1- 0	    11208.99	 6.579	6.37	 6
 4- 0	 0- 1	 1- 1	    10584.50	 6.967	6.67	 7
 4- 0	 0- 1	 2- 0	    30545.23	 2.414	2.25	 2
 4- 0	 0- 1	 2- 2	    40362.96	 1.827	1.43	 1
 4- 0	 0- 2	 0- 0	    22359.31	 3.298	3.32	 3
 4- 0	 0- 2	 0- 1	    30187.55	 2.443	2.29	 2
 4- 0	 0- 2	 0- 2	    23534.92	 3.133	3.13	 3
 4- 0	 0- 2	 1- 0	    21197.21	 3.479	3.52	 4
 4- 0	 0- 2	 1- 1	    25015.68	 2.948	2.92	 3
 4- 0	 0- 2	 2- 1	    40329.99	 1.828	1.43	 1
 4- 0	 0- 3	 0- 1	    35221.88	 2.094	1.82	 2
 4- 0	 1- 0	 0- 0	    10512.28	Ej Spelad	1.00	 1
 4- 0	 1- 0	 0- 1	    11214.37	Ej Spelad	1.00	 1
 4- 0	 1- 0	 0- 2	    21158.32	Ej Spelad	1.00	 1
 4- 0	 1- 0	 0- 3	    75207.14	Ej Spelad	1.00	 1
 4- 0	 1- 0	 1- 0	    16817.26	Ej Spelad	1.00	 1
 4- 0	 1- 0	 1- 1	    15289.93	Ej Spelad	1.00	 1
 4- 0	 1- 0	 1- 2	    31532.09	Ej Spelad	1.00	 1
 4- 0	 1- 0	 1- 3	    60543.25	Ej Spelad	1.00	 1
 4- 0	 1- 0	 1- 4	   256680.22	Ej Spelad	1.00	 1
 4- 0	 1- 0	 2- 0	    20596.12	Ej Spelad	1.00	 1
 4- 0	 1- 0	 2- 1	    33275.77	Ej Spelad	1.00	 1
 4- 0	 1- 0	 2- 2	    51951.74	Ej Spelad	1.00	 1
 4- 0	 1- 0	 2- 3	   194983.50	Ej Spelad	1.00	 1
 4- 0	 1- 0	 2- 4	   391101.31	Ej Spelad	1.00	 1
 4- 0	 1- 0	 3- 1	    81135.56	Ej Spelad	1.00	 1
 4- 0	 1- 0	 3- 2	   112410.64	Ej Spelad	1.00	 1
 4- 0	 1- 1	 0- 0	    11218.73	Ej Spelad	1.00	 1
 4- 0	 1- 1	 0- 1	    10575.72	Ej Spelad	1.00	 1
 4- 0	 1- 1	 0- 2	    25019.32	Ej Spelad	1.00	 1
 4- 0	 1- 1	 0- 3	   123858.32	Ej Spelad	1.00	 1
 4- 0	 1- 1	 1- 0	    15288.25	Ej Spelad	1.00	 1
 4- 0	 1- 1	 1- 1	    15772.54	Ej Spelad	1.00	 1
 4- 0	 1- 1	 1- 2	    20187.08	Ej Spelad	1.00	 1
 4- 0	 1- 1	 1- 3	    64282.49	Ej Spelad	1.00	 1
 4- 0	 1- 1	 2- 0	    33272.16	Ej Spelad	1.00	 1
 4- 0	 1- 1	 2- 1	    25955.88	Ej Spelad	1.00	 1
 4- 0	 1- 1	 2- 2	    64871.12	Ej Spelad	1.00	 1
 4- 0	 1- 1	 2- 3	    97339.58	Ej Spelad	1.00	 1
 4- 0	 1- 1	 3- 0	    81096.21	Ej Spelad	1.00	 1
 4- 0	 1- 1	 3- 1	    56135.73	Ej Spelad	1.00	 1
 4- 0	 1- 1	 3- 2	   208680.63	Ej Spelad	1.00	 1
 4- 0	 1- 2	 0- 0	    21180.68	Ej Spelad	1.00	 1
 4- 0	 1- 2	 0- 1	    25028.12	Ej Spelad	1.00	 1
 4- 0	 1- 2	 0- 2	    82587.58	Ej Spelad	1.00	 1
 4- 0	 1- 2	 1- 0	    31532.06	Ej Spelad	1.00	 1
 4- 0	 1- 2	 1- 1	    20171.84	Ej Spelad	1.00	 1
 4- 0	 1- 2	 1- 2	    42828.90	Ej Spelad	1.00	 1
 4- 0	 1- 2	 1- 3	   255505.81	Ej Spelad	1.00	 1
 4- 0	 1- 2	 2- 0	    51905.69	Ej Spelad	1.00	 1
 4- 0	 1- 2	 2- 1	    64878.84	Ej Spelad	1.00	 1
 4- 0	 1- 2	 2- 2	    64897.62	Ej Spelad	1.00	 1
 4- 0	 1- 2	 2- 3	   218840.33	Ej Spelad	1.00	 1
 4- 0	 1- 2	 3- 0	   112167.09	Ej Spelad	1.00	 1
 4- 0	 1- 2	 3- 1	   208315.70	Ej Spelad	1.00	 1
 4- 0	 1- 3	 0- 0	    74858.27	Ej Spelad	1.00	 1
 4- 0	 1- 3	 0- 1	   123682.56	Ej Spelad	1.00	 1
 4- 0	 1- 3	 1- 0	    60595.76	Ej Spelad	1.00	 1
 4- 0	 1- 3	 1- 1	    64311.65	Ej Spelad	1.00	 1
 4- 0	 1- 3	 1- 2	   255510.80	Ej Spelad	1.00	 1
 4- 0	 1- 3	 2- 0	   194432.09	Ej Spelad	1.00	 1
 4- 0	 1- 3	 2- 1	    97238.41	Ej Spelad	1.00	 1
 4- 0	 1- 3	 2- 2	   218811.55	Ej Spelad	1.00	 1
 4- 0	 1- 4	 1- 0	   257201.89	Ej Spelad	1.00	 1
 4- 0	 1- 4	 2- 0	   389715.38	Ej Spelad	1.00	 1
 4- 0	 2- 0	 0- 0	    33627.43	Ej Spelad	1.00	 1
 4- 0	 2- 0	 0- 1	    30573.07	Ej Spelad	1.00	 1
 4- 0	 2- 0	 0- 2	    63109.49	Ej Spelad	1.00	 1
 4- 0	 2- 0	 0- 3	   121155.79	Ej Spelad	1.00	 1
 4- 0	 2- 0	 1- 0	    20595.70	Ej Spelad	1.00	 1
 4- 0	 2- 0	 1- 1	    33255.77	Ej Spelad	1.00	 1
 4- 0	 2- 0	 1- 2	    51845.65	Ej Spelad	1.00	 1
 4- 0	 2- 0	 1- 3	   194884.58	Ej Spelad	1.00	 1
 4- 0	 2- 0	 1- 4	   389498.94	Ej Spelad	1.00	 1
 4- 0	 2- 0	 2- 1	    54055.61	Ej Spelad	1.00	 1
 4- 0	 2- 0	 2- 2	    74884.88	Ej Spelad	1.00	 1
 4- 0	 2- 1	 0- 0	    30567.54	Ej Spelad	1.00	 1
 4- 0	 2- 1	 0- 1	    31527.45	Ej Spelad	1.00	 1
 4- 0	 2- 1	 0- 2	    40426.46	Ej Spelad	1.00	 1
 4- 0	 2- 1	 0- 3	   128413.81	Ej Spelad	1.00	 1
 4- 0	 2- 1	 1- 0	    33260.97	Ej Spelad	1.00	 1
 4- 0	 2- 1	 1- 1	    25937.13	Ej Spelad	1.00	 1
 4- 0	 2- 1	 1- 2	    64882.10	Ej Spelad	1.00	 1
 4- 0	 2- 1	 1- 3	    97363.19	Ej Spelad	1.00	 1
 4- 0	 2- 1	 2- 0	    54065.70	Ej Spelad	1.00	 1
 4- 0	 2- 1	 2- 1	    37434.18	Ej Spelad	1.00	 1
 4- 0	 2- 1	 2- 2	   139092.83	Ej Spelad	1.00	 1
 4- 0	 2- 1	 3- 1	   243315.23	Ej Spelad	1.00	 1
 4- 0	 2- 2	 0- 0	    63054.52	Ej Spelad	1.00	 1
 4- 0	 2- 2	 0- 1	    40327.68	Ej Spelad	1.00	 1
 4- 0	 2- 2	 0- 2	    85598.83	Ej Spelad	1.00	 1
 4- 0	 2- 2	 1- 0	    51890.45	Ej Spelad	1.00	 1
 4- 0	 2- 2	 1- 1	    64923.52	Ej Spelad	1.00	 1
 4- 0	 2- 2	 1- 2	    64897.83	Ej Spelad	1.00	 1
 4- 0	 2- 2	 1- 3	   219020.03	Ej Spelad	1.00	 1
 4- 0	 2- 2	 2- 0	    74844.37	Ej Spelad	1.00	 1
 4- 0	 2- 2	 2- 1	   139011.58	Ej Spelad	1.00	 1
